Vulnerable Library,CVE Severity,Products Affected,Enterprises Exposed
snappy-java 1.1.8.4,Medium,1,28178
nokogiri 1.13.6,Medium,1,27494
pygments 2.7.4,Medium,1,27494
rack 1.6.12,Medium,1,27494
dapphp/securimage dev-mantis,Medium,1,26339
golang.org/x/crypto v0.27.0,Medium,1,25920
stdlib go1.21.13,Medium,1,25920
@babel/helpers 7.26.7,Medium,1,22940
elasticsearch 7.17.27,Medium,1,22940
hive-llap-common 2.3.4,Medium,1,22940
jackson-core 2.15.4,Medium,1,22940
webpack-dev-server 5.2.0,Medium,1,22940
symfony/process v7.4.3,Medium,1,22808
dompurify 3.2.7,Medium,1,21966
junit 4.12,Medium,4,19835
dompurify 3.0.6,Medium,1,18954
katex 0.16.9,Medium,1,18954
league/commonmark 2.4.1,Medium,1,18954
symfony/process v6.4.3,Medium,1,18954
@babel/helpers 7.26.9,Medium,2,18735
qs 1.0.2,Medium,1,18683
request 2.40.0,Medium,1,18683
netty-codec 4.1.73.Final,Medium,1,18048
netty-common 4.1.73.Final,Medium,1,18048
netty-handler 4.1.73.Final,Medium,1,18048
postgresql 42.1.1.jre7,Medium,1,18048
@babel/runtime 7.13.10,Medium,1,16978
mysql2 2.3.3,Medium,1,16978
postcss 8.4.24,Medium,1,16978
commons-httpclient 3.1,Medium,3,16246
Python 3.10.10,Medium,1,16071
commonmarker 0.17.13,Medium,2,15966
junit 4.13,Medium,1,15250
mysql-connector-java 5.1.15,Medium,1,15250
nokogiri 1.18.10-x86_64-linux-gnu,Medium,2,14922
hive-exec 3.1.3,Medium,1,14544
zookeeper 3.9.3,Medium,1,14544
sshd-core 1.7.0,Medium,2,12997
aiohttp 3.5.4,Medium,1,12777
certifi 2019.6.16,Medium,1,12777
cryptography 2.7,Medium,1,12777
idna 2.8,Medium,1,12777
nokogiri 1.10.4,Medium,1,12777
pygments 2.4.2,Medium,1,12777
pynacl 1.3.0,Medium,1,12777
requests 2.22.0,Medium,1,12777
urllib3 1.25.3,Medium,1,12777
com.liferay.portal.kernel 2.0.0,Medium,1,12500
commons-io 2.2,Medium,1,12500
hibernate-validator 5.3.6.Final,Medium,1,12500
javax.el 3.0.0,Medium,1,12500
jsoup 1.14.3,Medium,1,12500
log4j-core 2.8.2,Medium,1,12500
org.apache.karaf.config.core 4.2.1,Medium,1,12500
org.apache.karaf.management.server 4.2.1,Medium,1,12500
org.eclipse.jgit 3.5.1.201410131835-r,Medium,1,12500
pax-logging-log4j2 1.10.1,Medium,1,12500
plexus-utils 3.0.17,Medium,1,12500
vaadin-server 8.14-SNAPSHOT,Medium,1,12500
nokogiri 1.19.1-aarch64-linux-musl,Medium,1,12200
next 15.2.1,Medium,1,11501
vite 4.5.9,Medium,1,11501
vite 6.2.0,Medium,1,11501
guzzlehttp/psr7 2.4.3,Medium,1,10658
micromatch 4.0.4,Medium,1,10658
webpack 5.66.0,Medium,1,10658
aws-sdk-s3 1.182.0,Medium,1,9443
nanoid 5.0.8,Medium,1,9443
nokogiri 1.18.10-aarch64-linux-gnu,Medium,1,9443
nokogiri 1.18.10-aarch64-linux-musl,Medium,1,9443
nokogiri 1.18.10-arm-linux-gnu,Medium,1,9443
nokogiri 1.18.10-arm-linux-musl,Medium,1,9443
nokogiri 1.18.10-arm64-darwin,Medium,1,9443
nokogiri 1.18.10-x86_64-darwin,Medium,1,9443
nokogiri 1.18.10-x86_64-linux-musl,Medium,1,9443
locutus 3.0.24,Medium,1,9125
commons-lang3 3.11,Medium,2,8835
commons-lang3 3.7,Medium,1,8575
@babel/helpers 7.24.0,Medium,1,8304
mdast-util-to-hast 13.1.0,Medium,1,8304
next 14.1.3,Medium,1,8304
webpack 5.90.3,Medium,1,8304
file-type 16.5.4,Medium,3,7926
dompurify 3.2.4,Medium,2,7796
fast-xml-parser 4.5.3,Medium,2,7796
axios 0.26.1,Medium,1,7599
jquery-validation 1.19.5,Medium,1,7599
jszip 3.7.1,Medium,1,7599
moment-timezone 0.5.34,Medium,1,7599
summernote 0.8.20,Medium,1,7599
@babel/runtime-corejs3 7.26.9,Medium,1,7234
browserslist 4.14.2,Medium,1,7234
estree-util-value-to-estree 3.3.2,Medium,1,7234
highlight.js 9.18.5,Medium,1,7234
mermaid 11.4.1,Medium,1,7234
netty 3.10.6.Final,Medium,1,7234
nimbus-jose-jwt 9.37.2,Medium,1,7234
bcpkix-jdk15on 1.70,Medium,2,7180
bcprov-jdk15on 1.70,Medium,2,7180
guava 31.1-jre,Medium,2,7180
@angular/core 9.0.0,Medium,1,6867
@angular/ssr 20.3.3,Medium,1,6867
@octokit/plugin-paginate-rest 11.3.1,Medium,1,6867
esbuild 0.19.2,Medium,1,6867
hono 4.12.5,Medium,1,6867
jose 4.14.4,Medium,1,6867
koa 3.0.1,Medium,1,6867
next 14.0.4,Medium,1,6867
next 14.2.16,Medium,1,6867
picomatch 4.0.1,Medium,1,6867
tar 7.5.1,Medium,1,6867
tinymce 6.8.3,Medium,1,6867
undici 5.28.4,Medium,1,6867
undici 7.22.0,Medium,1,6867
webpack 5.64.0,Medium,1,6867
@babel/runtime 7.24.4,Medium,1,6683
amqp-client 5.17.0,Medium,1,6683
commons-net 3.7.2,Medium,1,6683
esapi 2.1.0.1,Medium,1,6683
fast-xml-parser 4.3.0,Medium,1,6683
groovy-all 2.4.17,Medium,1,6683
jackson-core 2.13.3,Medium,1,6683
kafka-clients 2.7.0,Medium,1,6683
log4j-core 2.19.0,Medium,1,6683
spring-context 5.3.26,Medium,1,6683
spring-web 5.3.26,Medium,1,6683
tomcat-embed-core 10.0.22,Medium,1,6683
vue-i18n 9.2.2,Medium,1,6683
xmlrpc-common 3.1.3,Medium,1,6683
markdown-it 14.1.0,Medium,3,6490
js-yaml 3.7.0,Medium,2,6330
pug 3.0.2,Medium,1,6324
brace-expansion 1.1.6,Medium,1,6268
handlebars 3.0.3,Medium,1,6268
jsonpointer 4.1.0,Medium,1,6268
qs 6.2.4,Medium,1,6268
jinja2 3.1.2,Medium,4,6183
requests 2.31.0,Medium,3,5859
codemirror 5.48.2,Medium,1,5838
esbuild 0.18.14,Medium,1,5838
express-brute 1.0.1,Medium,1,5838
fast-xml-parser 5.2.5,Medium,1,5838
jsonwebtoken 8.5.1,Medium,1,5838
nodemailer 6.10.1,Medium,1,5838
parse-uri 1.0.7,Medium,1,5838
react-router 7.9.4,Medium,1,5838
tar 6.1.14,Medium,1,5838
undici 5.22.1,Medium,1,5838
validator 13.12.0,Medium,1,5838
validator 7.2.0,Medium,1,5838
vite 5.4.20,Medium,1,5838
vue-template-compiler 2.7.14,Medium,1,5838
velocity-tools 2.0,Medium,2,5677
angular 0.0.0-use.local,Medium,1,5479
nokogiri 1.18.10-java,Medium,1,5479
step-security/harden-runner v2.15.1,Medium,1,5105
drools-core 6.0.0.Final-jahia2,Medium,1,4763
jackrabbit-core 2.22.0-jahia1,Medium,1,4763
jackrabbit-jcr-commons 2.22.0-jahia1,Medium,1,4763
jackson-core 2.19.0,Medium,1,4763
log4j-core 2.23.1,Medium,1,4763
org.apache.felix.webconsole 4.3.16-jahia3,Medium,1,4763
shiro-spring 1.13.0,Medium,1,4763
solr-core 3.6.2-jahia1,Medium,1,4763
spring-context 3.2.18.RELEASE_OSGI,Medium,1,4763
spring-core 3.2.18.RELEASE_OSGI,Medium,1,4763
spring-web 3.2.18.jahia5_OSGI,Medium,1,4763
validator 13.7.0,Medium,1,4763
commons-httpclient 3.0.1,Medium,2,4711
@angular/core 4.4.7,Medium,1,4241
angular 1.5.9,Medium,1,4241
angular-sanitize 1.8.3,Medium,1,4241
bn.js 4.11.6,Medium,1,4241
postcss 6.0.8,Medium,1,4241
commons-compress 1.14,Medium,1,4230
commons-io 1.3.2,Medium,1,4230
groovy 2.5.5,Medium,1,4230
groovy-all 2.5.5,Medium,1,4230
guava 22.0-android,Medium,1,4230
jackson-core 2.10.1,Medium,1,4230
jython-standalone 2.5.2,Medium,1,4230
poi 3.17,Medium,1,4230
poi-ooxml 3.17,Medium,1,4230
poi-scratchpad 3.17,Medium,1,4230
spark-core_2.10 1.1.1,Medium,1,4230
spark-core_2.10 1.6.3,Medium,1,4230
spark-core_2.10 2.4.0,Medium,1,4230
spark-core_2.12 3.0.0,Medium,1,4230
libarchive 3.8.1,Medium,1,4086
zlib 1.3.1,Medium,1,4086
anstream 0.5.0,Medium,1,4040
bytes 1.10.0,Medium,1,4040
jinja2 3.1.4,Medium,1,4040
protobuf 3.7.1,Medium,1,4040
ring 0.17.11,Medium,1,4040
time 0.3.38,Medium,1,4040
idna 3.6,Medium,2,3770
black 23.12.1,Medium,1,3695
cryptography 42.0.5,Medium,1,3695
markdown 3.5.1,Medium,1,3695
urllib3 2.1.0,Medium,1,3695
urllib3 2.2.1,Medium,1,3695
undici 7.16.0,Medium,1,3416
validate.js 0.12.0,Medium,1,3416
vite 6.3.5,Medium,1,3416
vite 7.1.2,Medium,1,3416
activesupport 4.2.10,Medium,1,3189
nokogiri 1.10.8,Medium,1,3189
guava 14.0,Medium,1,3107
jackson-core 2.13.1,Medium,1,3107
jetty-server 9.4.53.v20231009,Medium,1,3107
json-path 2.7.0,Medium,1,3107
kafka-clients 2.8.2,Medium,1,3107
poi-ooxml 4.1.2,Medium,1,3107
protobuf-java 3.4.0,Medium,1,3107
spring-security-core 5.7.12,Medium,1,3107
spring-webmvc 5.3.31,Medium,1,3107
tomcat-embed-core 9.0.90,Medium,1,3107
hawtjni-runtime 1.5,Medium,1,3058
minimist 0.0.10,Medium,2,2928
aws/aws-sdk-php 3.359.13,Medium,1,2851
paragonie/sodium_compat v2.4.0,Medium,1,2851
certifi 2018.8.24,Medium,1,2846
flask-cors 3.0.2,Medium,1,2846
idna 2.7,Medium,1,2846
jinja2 2.10,Medium,1,2846
lxml 4.2.5,Medium,1,2846
requests 2.1.0,Medium,1,2846
urllib3 1.23,Medium,1,2846
werkzeug 0.14.1,Medium,1,2846
golang.org/x/net v0.7.0,Medium,2,2532
idna 3.4,Medium,2,2413
webpack 5.74.0,Medium,2,2228
yargs-parser 10.1.0,Medium,2,2228
activesupport 4.1.10,Medium,1,2177
bootstrap-sass 3.3.5.1,Medium,1,2177
excon 0.45.1,Medium,1,2177
haml 4.0.6,Medium,1,2177
nokogiri 1.8.2,Medium,1,2177
rack 1.6.0,Medium,1,2177
redcarpet 3.3.4,Medium,1,2177
github.com/golang/glog v0.0.0-20210429001901-424d2337a529,Medium,1,2152
github.com/ulikunitz/xz v0.5.5,Medium,1,2152
go.mongodb.org/mongo-driver v1.1.2,Medium,1,2152
golang.org/x/crypto v0.0.0-20190820162420-60c769a6c586,Medium,1,2152
golang.org/x/crypto v0.0.0-20200622213623-75b288015ac9,Medium,1,2152
golang.org/x/crypto v0.1.0,Medium,1,2152
golang.org/x/net v0.0.0-20200625001655-4c5254603344,Medium,1,2152
golang.org/x/net v0.0.0-20210825183410-e898025ed96a,Medium,1,2152
golang.org/x/sys v0.0.0-20200323222414-85ca7c5b95cd,Medium,1,2152
golang.org/x/sys v0.0.0-20210831042530-f4d43177bf5e,Medium,1,2152
golang.org/x/text v0.3.2,Medium,1,2152
google.golang.org/protobuf v1.25.0,Medium,1,2152
grpc-protobuf 1.54.1,Medium,1,2152
guava 31.0.1-jre,Medium,1,2152
jackson-core 2.13.5,Medium,1,2152
jetty-server 9.4.46.v20220331,Medium,1,2152
k8s.io/apimachinery v0.0.0-20190817020851-f2f3a405f61d,Medium,1,2152
k8s.io/apimachinery v0.17.1-beta.0,Medium,1,2152
k8s.io/apiserver v0.0.0-20190918200908-1e17798da8c1,Medium,1,2152
k8s.io/client-go v0.0.0-20190918200256-06eb1244587a,Medium,1,2152
k8s.io/client-go v0.17.0,Medium,1,2152
k8s.io/client-go v0.18.10,Medium,1,2152
k8s.io/kubernetes v1.15.4,Medium,1,2152
s3proxy 2.0.0,Medium,1,2152
stdlib go1.17,Medium,1,2152
@babel/helpers 7.10.4,Medium,1,2089
ajv 6.10.0,Medium,1,2089
bn.js 5.1.2,Medium,1,2089
browserslist 4.13.0,Medium,1,2089
browserslist 4.5.2,Medium,1,2089
color-string 1.5.3,Medium,1,2089
dompurify 2.4.7,Medium,1,2089
elliptic 6.4.1,Medium,1,2089
elliptic 6.5.3,Medium,1,2089
grunt 1.0.2,Medium,1,2089
grunt 1.0.3,Medium,1,2089
handlebars 4.1.1,Medium,1,2089
hosted-git-info 2.6.0,Medium,1,2089
https-proxy-agent 2.2.1,Medium,1,2089
js-yaml 3.13.0,Medium,1,2089
js-yaml 3.5.5,Medium,1,2089
lodash 4.17.10,Medium,1,2089
lodash 4.17.5,Medium,1,2089
minimist 0.1.0,Medium,1,2089
nanoid 0.2.2,Medium,1,2089
nanoid 1.3.4,Medium,1,2089
node-notifier 5.4.0,Medium,1,2089
npm 5.10.0,Medium,1,2089
npm 5.8.0,Medium,1,2089
npm-registry-fetch 1.1.1,Medium,1,2089
postcss 7.0.14,Medium,1,2089
qs 6.6.0,Medium,1,2089
request 2.87.0,Medium,1,2089
serialize-javascript 3.1.0,Medium,1,2089
shelljs 0.8.3,Medium,1,2089
shelljs 0.8.4,Medium,1,2089
tar 4.4.4,Medium,1,2089
underscore.string 3.3.4,Medium,1,2089
urllib3 2.0.6,Medium,1,2089
useragent 2.3.0,Medium,1,2089
ws 5.2.2,Medium,1,2089
ws 6.2.0,Medium,1,2089
yargs-parser 9.0.2,Medium,1,2089
guava 25.1-jre,Medium,2,1975
league/commonmark 2.7.0,Medium,1,1940
shelljs 0.7.8,Medium,1,1940
tinymce 6.8.5,Medium,1,1940
composer 2.7.2,Medium,1,1865
symfony/process v4.4.44,Medium,1,1865
guzzlehttp/psr7 2.2.1,Medium,1,1513
laravel/framework v8.83.15,Medium,1,1513
league/commonmark 2.3.1,Medium,1,1513
maximebf/debugbar v1.18.0,Medium,1,1513
nesbot/carbon 2.58.0,Medium,1,1513
symfony/http-kernel v5.4.9,Medium,1,1513
symfony/process v5.4.8,Medium,1,1513
twig/twig v2.15.1,Medium,1,1513
ant 1.9.15,Medium,1,1478
cassandra-all 3.11.3,Medium,1,1478
hibernate-core 4.2.21.Final,Medium,1,1478
hibernate-core 5.1.5.Final,Medium,1,1478
jackson-core 2.16.0,Medium,1,1478
jetty-http 9.4.58.v20250814,Medium,1,1478
spring-context 5.3.39,Medium,1,1478
xstream 1.4.8,Medium,1,1478
dompurify 3.2.5,Medium,1,1472
jackson-core 2.12.4,Medium,1,1472
logback-core 1.2.3,Medium,1,1472
snakeyaml 1.13,Medium,1,1472
spring-context 5.2.15.RELEASE,Medium,1,1472
spring-core 5.2.15.RELEASE,Medium,1,1472
spring-web 5.2.15.RELEASE,Medium,1,1472
zookeeper 3.4.5,Medium,3,1429
commons-lang3 3.4,Medium,2,1395
activemq-core 5.5.1,Medium,1,914
esapi 2.1.0,Medium,1,914
guava 12.0.1,Medium,1,914
jetty 6.1.14,Medium,1,914
jetty 6.1.6,Medium,1,914
jsoup 1.8.3,Medium,1,914
shiro-core 1.2.3,Medium,1,914
shiro-web 1.2.3,Medium,1,914
xercesImpl 2.10.0,Medium,1,914
ejs 2.7.4,Medium,1,839
http-proxy-middleware 1.3.1,Medium,1,839
locutus 2.0.39,Medium,1,839
vue-template-compiler 2.7.15,Medium,1,839
log4j-core 2.1,Medium,1,707
netty 3.6.6.Final,Medium,1,707
netty-all 4.0.4.Final,Medium,1,707
hybridauth/hybridauth v3.12.1,Medium,1,660
ant 1.9.2,Medium,1,643
hadoop-common 2.6.0,Medium,1,643
zip4j 1.3.2,Medium,1,643
github.com/canonical/lxd v0.0.0-20251125210512-b190d213bd11,Medium,1,538
github.com/go-jose/go-jose/v3 v3.0.3,Medium,1,538
commons-compress 1.22,Medium,1,497
guava 13.0.1,Medium,1,497
guava 20.0,Medium,1,497
hadoop-common 2.3.0,Medium,1,497
httpclient 4.5.2,Medium,1,497
jackson-core 2.15.1,Medium,1,497
libthrift 0.9.3,Medium,1,497
logback-core 1.2.11,Medium,1,497
logback-core 1.2.8,Medium,1,497
netty-codec-http 4.1.75.Final,Medium,1,497
netty-handler 4.1.75.Final,Medium,1,497
org.eclipse.jgit 5.9.0.202009080501-r,Medium,1,497
snappy-java 1.1.1.7,Medium,1,497
spark-core_2.12 3.1.1,Medium,1,497
guava 21.0,Medium,1,481
@babel/runtime 7.21.0,Medium,1,444
dom-iterator 1.0.0,Medium,1,444
dompurify 2.4.3,Medium,1,444
guava 19.0,Medium,1,444
undici 7.18.0,Medium,1,444
github.com/jackc/pgx/v5 v5.1.1,Medium,1,380
github.com/mholt/archiver/v3 v3.3.1-0.20191129193105-44285f7ed244,Medium,1,380
github.com/nwaples/rardecode v1.0.0,Medium,1,380
github.com/ulikunitz/xz v0.5.10,Medium,1,380
golang.org/x/crypto v0.3.0,Medium,1,380
google.golang.org/protobuf v1.27.1,Medium,1,380
pygments 2.14.0,Medium,1,324
requests 2.28.2,Medium,1,324
tornado 6.3.2,Medium,1,324
urllib3 1.26.14,Medium,1,324
zipp 3.11.0,Medium,1,324
@babel/runtime 7.12.0,Medium,1,244
activerecord 7.1.5.1,Medium,1,244
activestorage 7.1.5.1,Medium,1,244
activesupport 7.1.5.1,Medium,1,244
carrierwave 1.3.4,Medium,1,244
devise 4.9.4,Medium,1,244
jquery-ui-rails 6.0.1,Medium,1,244
nokogiri 1.16.8,Medium,1,244
rack 3.1.8,Medium,1,244
rack-session 2.0.0,Medium,1,244
react-draft-wysiwyg 1.14.5,Medium,1,244
striptags 2.2.1,Medium,1,244
maximebf/debugbar v1.11.1,Medium,1,190
swiftmailer/swiftmailer v5.4.5,Medium,1,190
symfony/http-foundation v3.0.9,Medium,1,190
symfony/process v3.2.2,Medium,1,190
twig/twig v1.31.0,Medium,1,190
@babel/runtime 7.19.4,Medium,1,139
@sideway/formula 3.0.0,Medium,1,139
postcss 8.4.18,Medium,1,139
webpack-dev-server 4.11.1,Medium,1,139
yaml 2.1.1,Medium,1,139
symfony/process v7.3.0,Medium,1,101
lodash 4.2.1,Medium,1,82
solr-core 9.4.1,Medium,1,82
undici 7.21.0,Medium,1,82
xwiki-platform-oldcore [18.3.0-SNAPSHOT],Medium,1,82
cbor2 5.4.2.post1,Medium,1,75
cbor2 5.4.6,Medium,1,75
cbor2 5.6.2,Medium,1,75
cryptography 3.4.8,Medium,1,75
cryptography 42.0.8,Medium,1,75
idna 2.10,Medium,1,75
jinja2 3.0.3,Medium,2,75
lxml 4.8.0,Medium,1,75
pypdf 5.4.0,Medium,1,75
pypdf2 1.26.0,Medium,1,75
pypdf2 2.12.1,Medium,1,75
python-ldap 3.4.0,Medium,1,75
python-ldap 3.4.4,Medium,1,75
requests 2.25.1,Medium,1,75
urllib3 1.26.5,Medium,2,75
urllib3 2.0.7,Medium,1,75
werkzeug 2.0.2,Medium,1,75
werkzeug 2.2.2,Medium,1,75
werkzeug 3.0.1,Medium,1,75
next 15.5.12,Medium,1,39
smol-toml 1.6.0,Medium,1,39
undici 7.19.0,Medium,1,39
commons-lang 2.5,Medium,1,34
jettison 1.3.5,Medium,1,34
jetty-server 9.2.10.v20150310,Medium,1,34
jython-standalone 2.5.3,Medium,1,34
django 3.0.4,Medium,1,2
pillow 7.0.0,Medium,1,2
bcpkix-jdk15on 1.69,Medium,1,0
bcprov-jdk15on 1.69,Medium,1,0
geshi/geshi dev-master,Medium,1,0
github.com/pion/dtls/v2 v2.2.7,Medium,1,0
golang.org/x/crypto v0.44.0,Medium,1,0
jetty-http 11.0.25,Medium,1,0
keycloak-services 25.0.6,Medium,1,0
mockserver 5.6.1,Medium,1,0
requests 2.27.1,Medium,1,0
scikit-learn 0.24.2,Medium,1,0
scikit-learn 1.2.2,Medium,1,0
step-security/harden-runner v2.15.0,Medium,1,0
twig/twig v3.8.0,Medium,1,0
@tootallnate/once 2.0.0,Low,15,2518785
brace-expansion 1.1.11,Low,26,2455072
qs 6.11.0,Low,9,2088135
cookie 0.4.2,Low,6,1821167
on-headers 1.0.2,Low,16,1803357
qs 6.13.0,Low,15,1675919
handlebars 4.7.8,Low,13,1554822
diff 3.5.0,Low,4,1436950
diff 4.0.2,Low,6,1402692
webpack 5.97.1,Low,3,1346176
elliptic 6.5.4,Low,3,1329919
cookie 0.6.0,Low,5,1307160
debug 3.2.6,Low,4,1230513
brace-expansion 2.0.1,Low,16,1211868
cookie 0.4.0,Low,3,1118888
express 4.17.1,Low,3,1118888
qs 6.7.0,Low,3,1118888
send 0.17.1,Low,3,1118888
serve-static 1.14.1,Low,3,1118888
cookie 0.3.1,Low,5,1117889
debug 2.2.0,Low,4,1096732
elliptic 6.6.1,Low,8,1054113
qs 6.14.0,Low,8,1029254
es5-ext 0.10.53,Low,3,996459
ip 1.1.5,Low,3,990949
node-forge 0.10.0,Low,3,989699
diff 5.2.0,Low,4,985997
qs 6.12.1,Low,2,978644
on-headers 1.0.1,Low,3,970883
tmp 0.2.3,Low,7,949422
semver-regex 2.0.0,Low,2,943519
send 0.17.2,Low,2,939701
serve-static 1.14.2,Low,2,939701
clean-css 3.4.23,Low,1,936285
clean-css 4.1.7,Low,1,936285
clean-css 4.1.9,Low,1,936285
debug 2.6.7,Low,1,936285
debug 2.6.8,Low,1,936285
debug 4.1.0,Low,1,936285
elliptic 6.4.0,Low,1,936285
es5-ext 0.10.29,Low,1,936285
es5-ext 0.10.35,Low,1,936285
express 4.14.0,Low,1,936285
express 4.15.4,Low,1,936285
express 4.16.2,Low,1,936285
express 4.17.3,Low,1,936285
node-forge 0.6.33,Low,1,936285
qs 6.9.7,Low,1,936285
send 0.14.1,Low,1,936285
send 0.15.3,Low,1,936285
send 0.15.4,Low,1,936285
send 0.15.6,Low,1,936285
send 0.16.1,Low,1,936285
serve-static 1.11.1,Low,1,936285
serve-static 1.12.3,Low,1,936285
serve-static 1.12.4,Low,1,936285
serve-static 1.13.1,Low,1,936285
webpack 5.82.1,Low,1,936285
webpack 5.93.0,Low,1,936285
diff 7.0.0,Low,6,812697
send 0.18.0,Low,7,762588
serve-static 1.15.0,Low,6,743905
tmp 0.0.33,Low,10,684686
angular 1.6.10,Low,2,670532
cookie 0.5.0,Low,5,643173
@tootallnate/once 1.1.2,Low,8,632874
qs 6.14.1,Low,4,569998
angular 1.8.3,Low,2,544745
tmp 0.0.30,Low,2,543920
express 4.18.2,Low,5,541246
angular 1.5.11,Low,1,540504
angular 1.7.9,Low,1,540504
send 0.16.2,Low,1,540504
serve-static 1.13.2,Low,1,540504
ip 2.0.0,Low,4,515913
uri 1.0.3,Low,2,462036
webpack 5.89.0,Low,3,458480
diff 5.1.0,Low,4,446294
min-document 2.19.0,Low,3,439526
cryptography 46.0.5,Low,4,435429
tmp 0.1.0,Low,3,415077
action_text-trix 2.1.16,Low,1,403948
loofah 2.25.0,Low,1,403948
rexml 3.4.0,Low,1,403948
sinatra 4.1.1,Low,1,403948
trix 2.0.5,Low,1,403948
formidable 2.1.2,Low,2,392789
aws-sdk 2.1515.0,Low,1,386951
brace-expansion 4.0.0,Low,1,386951
fast-xml-parser 5.3.0,Low,1,386951
qs 6.11.2,Low,1,386951
undici 5.28.2,Low,1,386951
webpack 5.99.7,Low,1,386951
pygments 2.19.2,Low,5,364222
diff 5.0.0,Low,2,335937
webpack 5.102.1,Low,3,316758
pygments 2.19.1,Low,3,279333
drupal/core 9.8.0,Low,1,268561
drupal/core-recommended 9.8.0,Low,1,268561
express 4.19.2,Low,2,268365
clean-css 3.4.28,Low,4,240326
tmp 0.0.28,Low,7,213795
hadoop-common 3.3.4,Low,3,189528
cryptography 44.0.2,Low,1,174761
flask 2.3.3,Low,1,174761
pyopenssl 25.0.0,Low,1,174761
chownr 1.0.1,Low,4,166715
moment-timezone 0.3.1,Low,3,164626
npm-user-validate 0.1.5,Low,3,164626
guava 30.0-jre,Low,1,159046
hadoop-common 2.10.2,Low,1,159046
log4j-core @log4j.version@,Low,1,159046
wiremock-jre8 2.32.0,Low,1,159046
debug 0.7.4,Low,2,158358
debug 2.3.3,Low,2,158358
debug 1.0.2,Low,1,130028
debug 1.0.3,Low,1,130028
debug 1.0.4,Low,1,130028
debug 2.1.0,Low,1,130028
diff 2.2.3,Low,1,130028
solr-core 8.11.2,Low,1,130028
commons-configuration 1.10,Low,2,122228
composer/composer 2.2.17,Low,1,115807
monolog/monolog 1.11.0,Low,1,115807
guava 16.0.1,Low,1,115545
guava 22.0,Low,1,115545
jetty-http 9.4.57.v20241219,Low,1,115545
wiremock-jre8-standalone 2.32.0,Low,1,115545
moment-timezone 0.5.5,Low,1,111625
pygments 2.18.0,Low,1,104572
torch 2.7.0,Low,1,104572
ai 4.3.16,Low,1,102371
astro 3.5.0,Low,1,102371
devalue 4.3.3,Low,1,102371
fast-xml-parser 5.3.6,Low,1,102371
nuxt 3.17.7,Low,1,102371
debug 4.1.1,Low,3,97023
guava 11.0.2,Low,4,93040
rexml 3.4.1,Low,2,88252
logback-core 1.0.13,Low,1,87080
@smithy/config-resolver 2.0.4,Low,1,67376
aws-sdk 2.1441.0,Low,1,67376
fast-xml-parser 4.2.5,Low,1,67376
fast-xml-parser 4.5.0,Low,1,67376
koa 2.7.0,Low,1,67376
webpack 5.51.1,Low,1,67376
jetty-http @project.version@,Low,1,65973
express 4.18.1,Low,1,65706
qs 6.10.3,Low,1,65706
webpack 5.73.0,Low,1,65706
guava 14.0.1,Low,2,61994
hadoop-common 2.8.5,Low,2,61320
hive-exec 1.2.2,Low,1,59842
jetty-http 9.4.44.v20210927,Low,1,59842
jetty-server 9.4.44.v20210927,Low,1,59842
mysql-connector-java 5.1.34,Low,1,59842
xmlunit-core 2.3.0,Low,1,59842
firebase/php-jwt v6.10.0,Low,1,57433
logback-core 1.5.16,Low,1,57433
semver-regex 1.0.0,Low,2,54664
brace-expansion 1.1.8,Low,1,52575
es5-ext 0.10.62,Low,1,52575
fast-xml-parser 4.4.1,Low,1,52575
guava 13.0,Low,1,52575
guava 18.0,Low,1,52575
jetty-http 8.1.8.v20121106,Low,1,52575
jetty-server 8.1.8.v20121106,Low,1,52575
jetty-xml 8.1.8.v20121106,Low,1,52575
marked 0.6.3,Low,1,52575
qs 6.11.1,Low,1,52575
qs 6.7.3,Low,1,52575
qs 6.9.6,Low,1,52575
sassdoc-extras 2.5.1,Low,1,52575
shiro-core 1.1.0,Low,1,52575
spring-context 4.1.2.RELEASE,Low,1,52575
spring-context 4.1.9.RELEASE,Low,1,52575
tmp 0.2.1,Low,1,52575
undici 5.0.0,Low,1,52575
vite 3.2.7,Low,1,52575
vite 4.4.7,Low,1,52575
vite 4.4.9,Low,1,52575
vite 4.5.1,Low,1,52575
vite 4.5.14,Low,1,52575
webpack 5.88.2,Low,1,52575
logback-core 1.5.9,Low,1,51288
neo4j 5.26.0,Low,1,51288
shiro-core 2.0.1,Low,1,51288
wiremock-jre8-standalone 2.35.0,Low,1,51288
github.com/docker/docker v24.0.0-rc.2.0.20230908212318-6ce5aa1cd5a4+incompatible,Low,1,43748
logback-core 1.3.15,Low,1,42493
aws-sdk 2.572.0,Low,1,42359
elliptic 6.5.5,Low,1,42359
diff 1.4.0,Low,3,40436
activesupport 4.2.11.1,Low,2,40271
@keycloak/keycloak-admin-client 26.0.0,Low,1,35570
fast-xml-parser 5.0.9,Low,1,35570
moment-timezone 0.4.1,Low,1,35570
nodemailer 6.7.3,Low,1,35570
nodemailer 6.8.0,Low,1,35570
symfony/symfony v4.4.32,Low,1,35570
twig/twig v3.3.8,Low,1,35570
webpack 5.95.0,Low,1,35570
clean-css 2.2.23,Low,2,34598
es5-ext 0.10.15,Low,2,34598
express 4.15.2,Low,2,34598
send 0.15.1,Low,2,34598
serve-static 1.12.1,Low,2,34598
webpack 5.99.8,Low,2,30630
