VendorName,Product,ProductCategory,IsOpenSource,GitHubLink
FastMail Pty Ltd,FastMail,Email Software,No,
Everyone.net,Everyone.net,Email Software,No,
Trend Micro,Trend Micro InterScan Messaging Security,Email Software,No,
COMMTOUCH,Commtouch,Email Software,No,
UniSender,UniSender,Email Software,No,
Synacor,Zimbra Email Collaboration,Email Software,Yes,https://github.com/Zimbra
VentraIP Group,VentraIP Email Hosting,Email Software,No,
Pepipost,Pepipost,Email Software,No,
MailTrack,MailTrack,Email Software,No,
Amazon,Amazon WorkMail,Email Software,No,
Proton Technologies AG,ProtonMail,Email Software,Yes,https://github.com/ProtonMail
MX Relay,MX-Relay,Email Software,No,
Contactmonkey,ContactMonkey,Email Software,No,
Barracuda Networks Inc,Barracuda Email Security Gateway,Email Software,No,
Sophos,Sophos Email Gateway,Email Software,No,
CritSend,CritSend,Email Software,No,
Egress Software Technologies,Egress Switch,Email Software,No,
Dimension Data Holdings PLC,Ceryx,Email Software,No,
mySMTP,mySMTP,Email Software,No,
NHS,NHSmail,Email Software,No,
Mixmax Inc.,Mixmax,Email Software,No,
Newtek Technology Solutions,Newtek Smarter Mail,Email Software,No,
WiredRed Software,WiredRed,Email Software,No,
Echoworx,Echoworx,Email Software,No,
McAfee Inc.,MX Logic,Email Software,No,
Hushmail,Hushmail for Business,Email Software,No,
TWG,PostageApp,Email Software,No,
Oracle,Oracle Email Server,Email Software,No,
Ebsta Limited,Ebsta,Email Software,No,
Rakus Co Ltd,Curumeru,Email Software,No,
Dyn,Dyn Email Delivery,Email Software,No,
atmail pty ltd.,atmail,Email Software,No,
Forcepoint,Websense Email Security Gateway,Email Software,No,
EXIM,Mail Server,Email Software,Yes,https://github.com/Exim/exim
Namecheap Inc,Namecheap Email Hosting,Email Software,No,
Tellwise,Tellwise,Email Software,No,
SalesHandy,SalesHandy,Email Software,No,
ArcMail,ArcMail,Email Software,No,
SherWeb Inc,SherWeb Hosted Exchange,Email Software,No,
AuthMailer,AuthMailer,Email Software,No,
LeaderSend,Leadersend,Email Software,No,
yandex.com,Yandex Mail,Email Software,No,
mijndomein.nl,Mijndomein E-mail,Email Software,No,
Intermedia.net Inc,Intermedia Exchange Email,Email Software,No,
RocketBolt,RocketBolt,Email Software,No,
DRH Internet Inc,GreenArrow,Email Software,No,
Inty Limited,IntY MailDefender,Email Software,No,
Inbox,Inboxcom,Email Software,No,
Email Yak,Email Yak,Email Software,No,
Sarv.com,Sarv Transactional Email,Email Software,No,
JangoMail,JangoSMTP,Email Software,No,
Aritic,Aritic Mail,Email Software,No,
Lavabit,Lavabit Enterprise Solutions,Email Software,Yes,https://github.com/lavabit/magma
Amazon,Amazon AWS,Infrastructure as a Service,No,
Amazon,Amazon S3,Infrastructure as a Service,No,
Google,Google Cloud Platform,Infrastructure as a Service,No,
Amazon,Amazon EC2,Infrastructure as a Service,No,
Amazon,Amazon Elastic Load Balancing,Infrastructure as a Service,No,
Parallels,Parallels,Infrastructure as a Service,No,
VMware Inc.,VMware vCloud Express,Infrastructure as a Service,No,
Citrix Systems Inc,Citrix NetScaler,Infrastructure as a Service,No,
Level 3 Communications,Level 3 Communications,Infrastructure as a Service,No,
Citrix Systems Inc,Citrix Virtual Apps and Desktops,Infrastructure as a Service,No,
SUSE,SUSE,Infrastructure as a Service,No,
Open Source,OpenStack,Infrastructure as a Service,Yes,https://opendev.org/openstack
cPanel,cPanel,Infrastructure as a Service,No,
IBM,IBM SoftLayer,Infrastructure as a Service,No,
Microsoft,Microsoft Azure Stack,Infrastructure as a Service,No,
Informatica,Informatica Cloud,Infrastructure as a Service,No,
Microsoft,Microsoft App-V,Infrastructure as a Service,No,
Amazon,Amazon ElastiCache,Infrastructure as a Service,No,
Amazon,Amazon Elastic MapReduce,Infrastructure as a Service,No,
Citrix Systems Inc,Citrix VDI-in-a-Box,Infrastructure as a Service,No,
Citrix Systems Inc,Citrix GoToWebinar,Infrastructure as a Service,No,
Google,Google Compute Engine,Infrastructure as a Service,No,
ISC,BIND,Infrastructure as a Service,Yes,https://github.com/isc-projects/bind9
Attachmate,Attachmate,Infrastructure as a Service,No,
Internap,Internap,Infrastructure as a Service,No,
Citrix Systems Inc,Citrix GoToAssist,Infrastructure as a Service,No,
Windstream,Windstream,Infrastructure as a Service,No,
Citrix Systems Inc,Citrix Access Gateway,Infrastructure as a Service,No,
VMware Inc.,VMware ThinApp,Infrastructure as a Service,No,
Symantec,Symantec Veritas Cluster Server,Infrastructure as a Service,No,
AppSense,AppSense,Infrastructure as a Service,No,
Egnyte,Egnyte,Infrastructure as a Service,No,
CyrusOne,CyrusOne,Infrastructure as a Service,No,
Dell EMC,Dell EMC PowerPath,Infrastructure as a Service,No,
Oracle,Oracle Advanced Compression,Infrastructure as a Service,No,
Jitterbit,Jitterbit,Infrastructure as a Service,No,
CA Technologies,CA ERwin,Infrastructure as a Service,No,
Teradici,Teradici,Infrastructure as a Service,No,
Eucalyptus Systems,Eucalyptus Systems,Infrastructure as a Service,Yes,https://github.com/eucalyptus/eucalyptus
Apptix,Apptix,Infrastructure as a Service,No,
Brocade,Brocade DCX Backbone Family,Infrastructure as a Service,No,
Nasuni,Nasuni,Infrastructure as a Service,No,
Citrix Systems Inc,CloudStack,Infrastructure as a Service,Yes,https://github.com/apache/cloudstack
IBM,IBM SmartCloud Enterprise,Infrastructure as a Service,No,
Liquidware Labs,Liquidware Labs,Infrastructure as a Service,No,
Teradata,Teradata Active Data Warehouse Private Cloud,Infrastructure as a Service,No,
Virtustream,Virtustream,Infrastructure as a Service,No,
Virtustream,Virtustream Cloud,Infrastructure as a Service,No,
DataDirect Networks,DataDirect Networks,Infrastructure as a Service,No,
Verio,Verio,Infrastructure as a Service,No,
Attachmate,Attachmate Extra,Infrastructure as a Service,No,
NetApp,NetApp MetroCluster,Infrastructure as a Service,No,
Scalr,Scalr,Infrastructure as a Service,No,
Datacore,Datacore,Infrastructure as a Service,No,
Cisco Systems Inc,CliQr,Infrastructure as a Service,No,
HP Inc.,HP Cloud Service Automation,Infrastructure as a Service,No,
VMware Inc.,VMware vCloud Air,Infrastructure as a Service,No,
Platform Computing,Platform LSF,Infrastructure as a Service,No,
Skytap Inc.,Skytap,Infrastructure as a Service,No,
Calix,Calix,Infrastructure as a Service,No,
VMware Inc.,VMware vFabric,Infrastructure as a Service,No,
Cisco Systems Inc,Tidal Software,Infrastructure as a Service,No,
Amazon,Amazon SimpleDB,Infrastructure as a Service,No,
RightScale,RightScale,Infrastructure as a Service,No,
mindSHIFT,mindSHIFT,Infrastructure as a Service,No,
Red Hat,Red Hat CloudForms,Infrastructure as a Service,No,
MegaPath,MegaPath,Infrastructure as a Service,No,
Viawest,Viawest,Infrastructure as a Service,No,
IBM,IBM Tivoli Federated Identity Manager,Infrastructure as a Service,No,
Novell,Novell ZENworks Application Virtualization,Infrastructure as a Service,No,
Verizon Communications,Verizon Cloud,Infrastructure as a Service,No,
Symantec,Symantec Critical System Protection,Infrastructure as a Service,No,
GoGrid,GoGrid,Infrastructure as a Service,No,
YouSendIt,Hightail,Infrastructure as a Service,No,
Quantum,Quantum StorNext,Infrastructure as a Service,No,
Citrix Systems Inc,Citrix XenClient,Infrastructure as a Service,No,
OneNeck,OneNeck,Infrastructure as a Service,No,
OpSource,OpSource,Infrastructure as a Service,No,
Egenera,Egenera,Infrastructure as a Service,No,
Cisco Systems Inc,Cisco newScale,Infrastructure as a Service,No,
ProfitBricks,ProfitBricks,Infrastructure as a Service,No,
ClearCube,ClearCube,Infrastructure as a Service,No,
Smooch Technologies Inc.,Smooch,Infrastructure as a Service,No,
ManyChat,ManyChat,Infrastructure as a Service,No,
triCerat,triCerat,Infrastructure as a Service,No,
Telesphere,Telesphere,Infrastructure as a Service,No,
Teradata,StackIQ,Infrastructure as a Service,No,
RES Software,RES Software,Infrastructure as a Service,No,
Cortado AG,Thinprint,Infrastructure as a Service,No,
Parallels,Parallels Desktop,Infrastructure as a Service,No,
HP Inc.,HP CloudSystem,Infrastructure as a Service,No,
Cisco Systems Inc,Cisco Metacloud,Infrastructure as a Service,No,
Dell EMC,EMC Atmos,Infrastructure as a Service,No,
VMware Inc.,VMware vCloud Hybrid Service,Infrastructure as a Service,No,
Axeda Corporation,Questra,Infrastructure as a Service,No,
Nirvanix,Nirvanix,Infrastructure as a Service,No,
Carpathia Hosting,Carpathia Hosting,Infrastructure as a Service,No,
PowerDNS,DNS Server,Infrastructure as a Service,Yes,https://github.com/PowerDNS/pdns
Dell EMC,Dell EMC Cloud,Infrastructure as a Service,No,
IBM,IBM Tivoli Service Automation Manager,Infrastructure as a Service,No,
NTT Communications,NTT Com Enterprise Cloud,Infrastructure as a Service,No,
Embotics,Embotics,Infrastructure as a Service,No,
WHMCS LTD,WHMCS,Infrastructure as a Service,No,
Viv Labs,Viv,Infrastructure as a Service,No,
Cloudmore,Cloudmore,Infrastructure as a Service,No,
VMware Inc.,VMware Wanova,Infrastructure as a Service,No,
HPE,HPE Helion Eucalyptus,Infrastructure as a Service,No,
Pivotal Software,Pivotal SQLFire,Infrastructure as a Service,No,
RightScale Inc.,RightScale Cloud Analytics,Infrastructure as a Service,No,
Internap,INAP AgileCLOUD,Infrastructure as a Service,No,
HubSpot,HubSpot Chatbot Builder,Infrastructure as a Service,No,
IDC Frontier,IDCF Cloud,Infrastructure as a Service,No,
CloudFlare,CloudFlare,Software as a Service,No,
Microsoft,Microsoft Sharepoint Enterprise,Software as a Service,No,
mediaelementjs.com,MediaElement.js,Software as a Service,Yes,https://github.com/mediaelement/mediaelement
Microsoft,Microsoft Sharepoint Foundation,Software as a Service,No,
Parallels,Parallels Plesk,Software as a Service,No,
Pingdom,Pingdom,Software as a Service,No,
Microsoft,Microsoft SharePoint Online,Software as a Service,No,
Intel,SaaS,Software as a Service,No,
Google,Google Gmail,Software as a Service,No,
TechSmith,TechSmith Camtasia,Software as a Service,No,
Adobe Systems Inc.,Adobe CQ,Software as a Service,No,
Centurylink,SaaS,Software as a Service,No,
Adobe Systems Inc.,Adobe Test&Target,Software as a Service,No,
Polycom,Polycom RMX Series,Software as a Service,No,
Brightcove,Brightcove,Software as a Service,No,
Crestron,Crestron,Software as a Service,No,
JW Player,JW Platform,Software as a Service,No,
jPlayer,jPlayer,Software as a Service,Yes,https://github.com/jplayer/jPlayer
LiveStream,LiveStream,Software as a Service,No,
Wistia,Wistia,Software as a Service,No,
Maestro.io,Maestro,Software as a Service,No,
Microsoft,Microsoft Sharepoint Standard,Software as a Service,No,
Nvidia,CUDA,Software as a Service,No,
phpBB,phpBB,Software as a Service,Yes,https://github.com/phpbb/phpbb
Microsoft,Microsoft SharePoint,Software as a Service,No,
Flowplayer,Flowplayer,Software as a Service,Yes,
Kaltura,Kaltura,Software as a Service,Yes,https://github.com/kaltura/server
ON24,ON24,Software as a Service,No,
Blue Jeans Network,Blue Jeans Network,Software as a Service,No,
Epic Games Inc.,Unreal Engine,Software as a Service,No,
Twitch Interactive Inc.,Twitch,Software as a Service,No,
Adobe Systems Inc.,Adobe Fireworks,Software as a Service,No,
LifeSize,LifeSize,Software as a Service,No,
Salesforce.com,Salesforce Community Cloud,Software as a Service,No,
Jobber,Jobber,Software as a Service,No,
BuddyPress,BuddyPress,Software as a Service,Yes,https://github.com/buddypress/buddypress
Vidyo,Vidyo,Software as a Service,No,
Liberated Syndication,Libsyn,Software as a Service,No,
Vbrick,VBrick,Software as a Service,No,
FormAssembly (By Veer West LLC),Formassembly,Software as a Service,No,
Dailymotion,Dailymotion,Software as a Service,No,
Amazon,Amazon Rekognition,Software as a Service,No,
HP Inc.,Autonomy Livesite,Software as a Service,No,
Google,POSTINI,Software as a Service,No,
Panopto,Panopto,Software as a Service,No,
Magnolia CMS,Magnolia CMS,Software as a Service,No,
Oracle,Oracle Fatwire,Software as a Service,No,
Frankly Inc.,WorldNow,Software as a Service,No,
Bridgeline Digital,Bridgeline,Software as a Service,No,
Catchpoint,Catchpoint,Software as a Service,No,
Ooyala,Ooyala,Software as a Service,No,
Ustream,Ustream,Software as a Service,No,
Higher Logic,Higher Logic,Software as a Service,No,
VMIX,VMIX,Software as a Service,No,
vBulletin,vBulletin,Software as a Service,No,
Kontiki,Kontiki,Software as a Service,No,
BitGravity,BitGravity,Software as a Service,No,
Civilized Discourse Construction Kit Inc.,Discourse,Software as a Service,Yes,https://github.com/discourse/discourse
vzaar limited,Vzaar,Software as a Service,No,
Qumu,Qumu,Software as a Service,No,
MoinMoin GmbH,MoinMoin,Software as a Service,Yes,https://github.com/moinwiki/moin
FareHarbor,FareHarbor,Software as a Service,No,
Viddler,Viddler,Software as a Service,No,
Comm100,Comm100,Software as a Service,No,
HP Inc.,Autonomy Open Deploy,Software as a Service,No,
Iron Speed,Iron Speed Designer,Software as a Service,No,
sportsengine,SportNgin,Software as a Service,No,
OmniUpdate,OmniUpdate,Software as a Service,No,
Percussion,Percussion CM,Software as a Service,No,
SAP,SAP Trade Promotion Management,Software as a Service,No,
NeuLion,NeuLion,Software as a Service,No,
Avid,Avid ISIS,Software as a Service,No,
Conviva,Conviva,Software as a Service,No,
ProductPlan,ProductPlan,Software as a Service,No,
Aha!,Aha!,Software as a Service,No,
Mobilize Networks Inc,Mobilize,Software as a Service,No,
Sorenson Media,Sorenson Media,Software as a Service,No,
KIT digital,KIT digital,Software as a Service,No,
productboard,productboard,Software as a Service,No,
Verint Systems Inc.,Verint Nextiva,Software as a Service,No,
IBM,IBM Rational Method Composer,Software as a Service,No,
3Play Media,3play Media,Software as a Service,No,
XenForo Ltd,Xenforo,Software as a Service,No,
ReachForce,ReachForce,Software as a Service,No,
Cincopa,Cincopa,Software as a Service,No,
Ramp Holdings Inc.,Ramp,Software as a Service,No,
Vbrick Systems Inc,VBrick Rev,Software as a Service,No,
Agility CMS,Agility CMS,Software as a Service,No,
Wochit,Wochit,Software as a Service,No,
KIT digital,KickApps,Software as a Service,No,
WoodWing,WoodWing,Software as a Service,No,
Bandcamp Inc.,Bandcamp Player,Software as a Service,No,
HPE,HPE System Management Homepage,Software as a Service,No,
Simple Machines,Simple Machines Forum,Software as a Service,Yes,https://github.com/SimpleMachines/SMF
Verizon Communications,Uplynk,Software as a Service,No,
Streamroot,StreamRoot,Software as a Service,No,
Animoto,Animoto,Software as a Service,No,
Boxcast Inc,Boxcast,Software as a Service,No,
J-Stream Inc.,J-Stream,Software as a Service,No,
Rapt Media Inc,Rapt Media,Software as a Service,No,
Vimeo,VHX,Software as a Service,No,
Canva,Canva,Software as a Service,No,
MediaSilo,MediaSilo,Software as a Service,No,
Bitmovin Inc,Bitmovin Adaptive Streaming Player,Software as a Service,No,
Avid,Avid Sibelius,Software as a Service,No,
Wowza Media Systems LLC.,Wowza,Software as a Service,No,
NicePeopleAtWork S.L.,NicePeopleAtWork,Software as a Service,No,
Wirewax Ltd,Wirewax,Software as a Service,No,
Lulu Ltd,Lulu,Software as a Service,No,
Knovio,Knovio,Software as a Service,No,
VosCast,VosCast,Software as a Service,No,
ProdPad,ProdPad,Software as a Service,No,
Playwire Media LLC,Playwire,Software as a Service,No,
Northwoods Software,Titan CMS,Software as a Service,No,
NodeBB,NodeBB,Software as a Service,Yes,https://github.com/NodeBB/NodeBB
Flowfinity,Flowfinity,Software as a Service,No,
Encoding.com,Vidly,Software as a Service,No,
Hyland Software,Twistage,Software as a Service,No,
MyBB Group,MyBB,Software as a Service,Yes,https://github.com/mybb/mybb
MediaPlatform Inc.,MediaPlatform,Software as a Service,No,
MovingImage,movingimage,Software as a Service,No,
CMNTY Corporation,CMNTY,Software as a Service,No,
WordPress,VideoPress,Software as a Service,No,
SeatMe,SeatMe,Software as a Service,No,
Stream Advanced Media Group,StreamAMG,Software as a Service,No,
InPlayer,InPlayer,Software as a Service,No,
DaCast,Dacast,Software as a Service,No,
Fordela Corp,Fordela,Software as a Service,No,
Quadia Online Video,Quadia,Software as a Service,No,
Elemental Technologies LLC,AWS Elemental,Software as a Service,No,
Zype Inc.,Zype,Software as a Service,No,
Blue Billywig,Blue Billywig,Software as a Service,No,
Rutube,Rutube,Software as a Service,No,
Samba Tech,Samba Tech,Software as a Service,No,
J-Stream Inc.,J-Stream Equipmedia,Software as a Service,No,
Benc Enterprises,phpFox,Software as a Service,No,
Workday Inc,MediaCore,Software as a Service,No,
Deltatre Media Ltd,Deltatre Diva,Software as a Service,No,
fluxbb.org,FluxBB,Software as a Service,Yes,https://github.com/fluxbb/fluxbb
Unity Software Inc,Unity 3D Web Player,Software as a Service,No,
LiveStreamingCDN,LivestreamingCDN,Software as a Service,No,
Piksel Inc.,Multicast Media,Software as a Service,No,
Brave Bison Group Plc,Brave Bison,Software as a Service,No,
Unreel Entertainment LLC,Unreel.me,Software as a Service,No,
Social Strata Inc.,Hoop.la,Software as a Service,No,
Distrify,Distrify,Software as a Service,No,
Media Distribution Solutions,BetterVideo,Software as a Service,No,
Reflected Networks,Reflected Networks,Web Hosting,No,
GoDaddy,GoDaddy Web Hosting,Web Hosting,No,
AT&T,AT&T,Web Hosting,No,
Verizon Communications,Verizon,Web Hosting,No,
Network Solutions,Network Solutions Web Hosting,Web Hosting,No,
WPEngine Inc.,WP Engine,Web Hosting,No,
Endurance International Group,Endurance International Group,Web Hosting,No,
OVH,OVH,Web Hosting,No,
Digital Ocean,DigitalOcean,Web Hosting,No,
Centurylink,CenturyLink,Web Hosting,No,
Centurylink,Level 3,Web Hosting,No,
Web.com Group Inc.,Web.com,Web Hosting,No,
Hetzner,Hetzner,Web Hosting,No,
Liquid Web,Liquid Web,Web Hosting,No,
