Library Name,Versions Found,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
xwiki-platform-index,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-test-tests,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-rest-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-rest-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-war,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-tree-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-index-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-instance,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-invitation,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-invitation-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-invitation-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-invitation-test-pageobject,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-invitation-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-javascript,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-javascript-importmap,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-job,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-job-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-job-handler,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-job-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-job-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-jodatime,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-annotation,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-bridge,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-events-hibernate,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-events-hibernate-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-events-hibernate-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-extension-handler-xar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-instance,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-mail,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-mail-send,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-mail-send-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-mail-send-storage,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-messagestream,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-messagestream-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-messagestream-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-model-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notification-activitymacro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notifications,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notifications-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notifications-filters,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notifications-filters-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notifications-notifiers,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notifications-notifiers-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notifications-notifiers-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-notifications-sources,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-observation,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-office,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-office-importer,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-office-viewer,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-oldcore,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-refactoring,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-refactoring-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-rendering,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-rendering-macro-include,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-rendering-macros,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-rendering-wikimacro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-rendering-wikimacro-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-rendering-wikimacro-store,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-resource,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-resource-temporary,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-security,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-security-authentication,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-security-authentication-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-url,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-legacy-web,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-lesscss,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-lesscss-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-lesscss-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-lesscss-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-like,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-like-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-like-notifications,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-like-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-like-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-like-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-like-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-link,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-linkchecker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-linkchecker-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-linkchecker-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-linkchecker-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-linkchecker-test-tests,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-linkchecker-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-livetable,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-node,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-node-componentstore,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-node-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-war,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livedata-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livetable,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-livetable-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-rest-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-rest-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-source-jar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-source-legacy,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-source-wiki,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-sources,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-syntax-messagetool,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-syntaxes,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-localization-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-logging,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-logging-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-logging-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-general,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-resender-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-send,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-send-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-send-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-send-storage,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mail-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mailsender,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mentions,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mentions-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mentions-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mentions-notifications,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mentions-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mentions-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mentions-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-mentions-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-menu,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-menu-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-menu-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-menu-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-menu-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-minimaldependencies,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-model,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-model-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-model-validation,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-model-validation-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-model-validation-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-model-validation-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-netflux,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-netflux-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-netflux-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-node,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-filters,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-filters-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-filters-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-filters-watch,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-macro-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-notifiers,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-notifiers-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-notifiers-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-preferences,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-preferences-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-preferences-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-sources,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-notifications-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-observation,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-observation-remote,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-observation-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-observation-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-observation-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-observation-test-tests,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-observation-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-office,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-office-importer,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-office-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-office-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-office-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-office-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-office-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-office-viewer,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-panels,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-panels-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-panels-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-panels-test-content,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-panels-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-panels-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-panels-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-query,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-query-jpql-parser,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-query-manager,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-query-xwql,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-ratings,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-ratings-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-ratings-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wiki,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wiki-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wiki-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wiki-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wiki-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wiki-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wysiwyg,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wysiwyg-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wysiwyg-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wysiwyg-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wysiwyg-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-realtime-wysiwyg-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-refactoring,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-refactoring-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-refactoring-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-refactoring-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-release,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-release-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-release-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-release-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-release-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-async,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-async-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-async-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-async-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-configuration,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-configuration-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-configuration-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-cache,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-code,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-code-oldcore,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-container,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-context,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-gallery,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
