Library Name,Versions Found,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
symfony/http-foundation,"v3.0.9, v5.4.50, v5.4.9, v6.4.14, v6.4.29, v6.4.3, v7.3.7, v7.4.3, v7.4.6, v7.4.7, v8.0.6",12,"Commerce Software, Concrete5, Drupal, Live Helper Chat, Magento Commerce, MyBB, Pagekit, Piwik, PyroCMS, TYPO3, cube net, phpBB",642231,5,Critical,1,5,1,3,Yes
google.golang.org/grpc,"v1.37.1, v1.41.0, v1.71.1, v1.75.0, v1.77.0, v1.79.3",9,"Alluxio, Docker, Ethereum, Grafana, Juju, Prometheus, Sensu, Swarm, k8s",637599,1,Critical,6,2,0,0,Yes
@angular/ssr,"17.0.0, 18.0.2, 19.0.2, 20.0.3, 20.3.3, 22.0.0-next.2, 22.0.0-next.3",4,"Angular Material, AngularJS, Ionic Framework, dotCMS",616493,5,Critical,5,7,5,0,Yes
postgresql,"1.17.6, 1.20.0, 1.21.3, 42.1.1.jre7, 42.3.9, 42.4.4, 42.5.4, 42.7.10, 42.7.2, 42.7.3, 42.7.7, 42.7.8, 42.7.9, 9.0-801.jdbc4, UNKNOWN",18,"Apache Ambari, Apache Drill, Apache Kylin, Apache NiFi, Apache Oozie, Apache Spark, Apache Spark Streaming, Druid, GlassFish, GridGain, Hive, Jahia, Jython, Liquibase, OpenCms, Presto, XWiki, dotCMS",606457,5,Critical,2,3,1,1,Yes
commons-collections,"3.1, 3.2.1, 3.2.2, 3.2.2-jahia, UNKNOWN",15,"Apache Ambari, Apache Chukwa, Apache Flink, Apache Flume, Apache Giraph, Apache Kylin, Apache Storm, GlassFish, GridGain, Hive, JBoss Enterprise Application Server  EAS , Jahia, Jenkins, XWiki, dotCMS",599649,2,Critical,4,4,0,0,Yes
sshd-core,"1.7.0, 2.11.0, 2.17.1",8,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache NiFi, Apache YARN, Cask Data Application Platform, Jenkins, Vaadin",580265,2,Critical,2,0,2,0,Yes
hive-jdbc,"1.2.2, 2.3.10, 4.3.0-SNAPSHOT, UNKNOWN",7,"Apache Flink, Apache Kylin, Apache Oozie, Apache Spark, Apache Spark Streaming, Apache Trafodion, Hive",566158,2,Critical,1,0,1,0,Yes
mysql2,"0.5.6, 2.3.3, 3.14.1, 3.18.1, 3.19.1, 3.20.0",5,"Commerce Software, EllisLab ExpressionEngine, Ghost, Ravenjs, Ruby on Rails",564705,5,Critical,2,1,2,0,Yes
nimbus-jose-jwt,"10.0.2, 10.4, 10.4.2, 10.8, 5.9, 9.37.2, UNKNOWN",11,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache NiFi, Apache YARN, Druid, GlassFish, Hive, JBoss Enterprise Application Server  EAS , Presto",540486,3,Critical,1,1,2,0,Yes
getobject,"0.1.0, 1.0.2",4,"Countly, Less, Neos, WooCommerce",501914,1,Critical,1,0,0,0,Yes
parquet-avro,"1.11.0, 1.11.2, 1.15.2, 1.17.0, 1.7.0",9,"Alluxio, Apache Chukwa, Apache Drill, Apache Flink, Apache Flume, Apache NiFi, Apache Spark, Apache Spark Streaming, Druid",486104,2,Critical,3,3,0,0,Yes
maven-core,"3.6.3, 3.8.1, 3.8.2, 3.8.4, 3.9.13, 3.9.14, 3.9.5, UNKNOWN",11,"Apache Drill, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Storm, Apache YARN, HHVM, Jetty, Liquibase, Neo4j, XWiki",483513,1,Critical,1,0,0,0,Yes
hsqldb,"1.8.0.10, 2.7.1, 2.7.2, 2.7.4",12,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache NiFi, Apache Oozie, Apache Storm, Apache YARN, GridGain, Liquibase, OpenCms, Vaadin, XWiki",479007,1,Critical,1,0,0,0,Yes
nokogiri,"1.10.4, 1.10.8, 1.13.6, 1.16.8, 1.18.10-aarch64-linux-gnu, 1.18.10-aarch64-linux-musl, 1.18.10-arm-linux-gnu, 1.18.10-arm-linux-musl, 1.18.10-arm64-darwin, 1.18.10-java, 1.18.10-x86_64-darwin, 1.18.10-x86_64-linux-gnu, 1.18.10-x86_64-linux-musl, 1.19.1, 1.19.1-aarch64-linux-gnu, 1.19.1-aarch64-linux-musl, 1.19.1-arm-linux-gnu, 1.19.1-arm-linux-musl, 1.19.1-arm64-darwin, 1.19.1-x86_64-darwin, 1.19.1-x86_64-linux-gnu, 1.19.1-x86_64-linux-musl, 1.8.2",9,"Apache Mesos, Apache PredictionIO, Capistrano, Discourse, EasyMock, GoCD, LocomotiveCMS, Marathon, Ruby on Rails",476951,18,Critical,7,32,20,0,Yes
groovy-all,"1.8.5, 2.4.17, 2.4.21, 2.5.5, 5.0.4, UNKNOWN",6,"Apache NiFi, CloudStack, Hive, Jenkins, Liquibase, Weka",413911,3,Critical,2,0,2,0,Yes
activestorage,"7.1.5.1, 8.2.0.alpha, UNKNOWN",2,"LocomotiveCMS, Ruby on Rails",404192,6,Critical,1,1,3,1,Yes
locutus,"2.0.16, 2.0.39, 3.0.24",3,"Bolt, Shopware, WooCommerce",396915,5,Critical,3,2,5,0,Yes
h11,"0.14.0, 0.16.0",3,"MongoDB, Selenium, django CMS",379437,1,Critical,1,0,0,0,Yes
calcite-core,"1.30.0-kylin-5.x-r3, 1.33.0, 1.34.0, 1.36.0, 1.37.0, 1.41.0",7,"Apache Drill, Apache Flink, Apache Kylin, Apache NiFi, Druid, Hive, Presto",367868,1,Critical,1,0,0,0,Yes
spring-security-web,"5.5.1, 6.0.8, 7.0.4, UNKNOWN",5,"Apache Ambari, Apache Kylin, Apache NiFi, Jenkins, Liferay",345545,3,Critical,5,0,0,0,Partial
xmldom,"0.1.27, 0.1.31",6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,3,Critical,3,0,6,0,Partial
logback-core,"1.0.13, 1.2.11, 1.2.13, 1.2.3, 1.2.8, 1.3.15, 1.3.16, 1.5.16, 1.5.32, 1.5.9",9,"Apache Ambari, Apache Drill, Apache NiFi, Apache Zookeeper, Cask Data Application Platform, Neo4j, SonarQube, ZK, Zabbix",328589,7,Critical,1,4,17,15,Yes
apidoc-core,0.8.3,4,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN",305735,2,Critical,1,1,0,0,No
http,"0.1.0, 0.2.12, 1.2.0, 1.3.1, 1.4.0",5,"Apache Mahout, DNS Server, InfluxData, Rust, Selenium",256113,2,Critical,1,1,0,0,Yes
quartz,"1.8.6, 2.2.0, 2.3.2, 2.5.2",6,"Apache Ambari, Apache Flink, Apache Oozie, Cask Data Application Platform, Jahia, XWiki",252560,1,Critical,2,0,0,0,Yes
jackson-mapper-asl,"1.8.8, 1.9.13, 1.9.14.jdk17-redhat-00001, 1.9.2",6,"Apache Ambari, Apache Apex, Apache Flink, Apache Giraph, Apache Trafodion, Druid",195768,2,Critical,5,5,0,0,No
plexus-utils,"1.5.6, 3.0.17, 4.0.3, UNKNOWN",4,"Hive, JBoss Enterprise Application Server  EAS , Jetty, Vaadin",194018,4,Critical,1,4,2,0,Yes
crypto-js,"4.1.1, 4.2.0",5,"ASP NET, CKEditor, JetPack, NopCommerce, dotCMS",193818,1,Critical,1,0,0,0,Yes
log4j,"1.2.14, 1.2.15, 1.2.16, 1.2.17",11,"Apache Ambari, Apache Chukwa, Apache Flume, Apache Giraph, Apache Oozie, Apache Trafodion, GlassFish, GridGain, JBoss Seam Framework, Liferay, Weka",193138,6,Critical,36,36,0,0,Partial
swiper,"11.1.14, 12.1.2",2,"JetPack, NopCommerce",186951,1,Critical,1,0,0,0,Yes
spring-beans,"3.1.2.RELEASE, 3.2.18.jahia2_OSGI, 4.0.5.RELEASE, 4.1.2.RELEASE, 4.1.9.RELEASE, 5.2.15.RELEASE, 5.3.26, 5.3.39, 6.0.23, 6.2.12, 7.0.5, UNKNOWN",9,"Apache Ambari, Apache NiFi, Apache Storm, CloudStack, GridGain, Jahia, Liferay, Liquibase, ZK",186200,2,Critical,6,6,0,0,Yes
sqlalchemy,"1.0.13, 2.0.38",2,"Formspree, MongoDB",177607,2,Critical,2,0,0,0,Yes
pillow,"10.0.1, 10.2.0, 11.1.0, 7.0.0, 9.0.1, 9.4.0",3,"MongoDB, Odoo Website Builder, Zinnia",174838,34,Critical,8,33,6,0,Yes
gevent,"21.8.0, 22.10.2, 24.11.1, 24.2.1",2,"MongoDB, Odoo Website Builder",174836,1,Critical,2,0,0,0,Yes
spring-web,"3.2.18.jahia5_OSGI, 4.0.5.RELEASE, 4.1.2.RELEASE, 4.1.9.RELEASE, 5.2.15.RELEASE, 5.3.26, 6.0.23, 7.0.5, UNKNOWN",7,"Apache Ambari, Apache NiFi, CloudStack, Jahia, Liferay, Liquibase, ZK",165195,8,Critical,6,18,16,0,Partial
netty,"3.10.5.Final, 3.10.6.Final, 3.6.6.Final, 3.7.0.Final",4,"Apache Ambari, Apache MINA, Druid, Hive",151816,10,Critical,4,10,22,0,Partial
laminas/laminas-http,"2.22.0, 2.23.0, 2.3.1, 2.4.0, 2.8.4",2,"Magento Commerce, Zend Framework",143230,1,Critical,3,0,0,0,Yes
aquasecurity/trivy-action,v0.33.1,1,Apache Kafka,130978,2,Critical,1,0,1,0,Yes
htmlunit,"2.58.0, 2.70.0, 3.11.0, 4.14.0, UNKNOWN",3,"GlassFish, Hive, JBoss Enterprise Application Server  EAS ",130795,1,Critical,3,0,0,0,Yes
spring-security-core,"5.5.1, 5.7.12, 6.0.8, 7.0.4",4,"Apache Ambari, Apache Kylin, Apache NiFi, Liferay",129464,4,Critical,1,2,4,0,Yes
activemq-client,"5.15.9, 6.2.1, 6.2.2",3,"Apache NiFi, Apache Oozie, Apache Storm",124821,2,Critical,1,0,1,0,Yes
org.eclipse.jgit,"3.5.1.201410131835-r, 5.0.1.201806211838-r, 5.9.0.202009080501-r, 7.6.0.202603022253-r",4,"Apache NiFi, Apache Oozie, Cask Data Application Platform, Vaadin",118291,3,Critical,1,3,3,0,Yes
shiro-core,"1.1.0, 1.13.0, 1.2.3, 2.0.1",4,"Apache Chukwa, Jahia, Liferay, Neo4j",109540,10,Critical,12,4,2,4,Yes
spring-webmvc,"3.2.18.RELEASE_OSGI, 4.0.5.RELEASE, 4.1.2.RELEASE, 4.1.9.RELEASE, 5.3.31, 6.0.23",4,"Apache Ambari, Apache Kylin, Jahia, Liferay",88775,8,Critical,4,8,6,2,Partial
clojure,"1.12.4, 1.13.0-master-SNAPSHOT, 1.5.1",4,"Apache NiFi, Apache Storm, Clojure, Weka",84317,1,Critical,1,0,0,0,Yes
opentelemetry-javaagent,"2.14.0, 2.26.1",2,"Apache Accumulo, Hbase",77927,1,Critical,1,0,0,0,Yes
mina-core,"2.1.5, 2.2.5, 3.0.0-M3-SNAPSHOT, UNKNOWN",3,"Apache Flume, Apache MINA, Apache NiFi",74337,1,Critical,1,0,0,0,Yes
koa,"2.16.1, 2.16.4, 2.7.0, 3.0.1, 3.0.3",4,"CKEditor, Node js, Piwik, dotCMS",74243,5,Critical,1,4,2,2,Yes
@nguniversal/common,16.0.0,1,Ionic Framework,65706,2,Critical,1,1,0,0,No
@nguniversal/express-engine,16.0.0,1,Ionic Framework,65706,1,Critical,1,0,0,0,No
com.liferay.portal.kernel,"2.0.0, UNKNOWN",2,"Liferay, Vaadin",65075,6,Critical,1,2,2,1,Yes
jython-standalone,"2.5.2, 2.5.3, 2.7.1, 2.7.2",4,"Apache Giraph, Apache Oozie, Apache Trafodion, Weka",64587,2,Critical,2,0,3,0,Yes
spark-core_2.10,"1.1.1, 1.6.1, 1.6.3, 2.4.0",2,"Apache Oozie, Weka",64072,8,Critical,4,8,13,0,Partial
set-getter,"0.1.0, 0.1.1",3,"Druid, Liferay, OrientDB",64050,1,Critical,1,0,0,0,Yes
unboundid-ldapsdk,"2.3.6, 3.1.1, 4.0.14, 7.0.4",4,"Apache Kylin, Apache NiFi, Cask Data Application Platform, CloudStack",55739,1,Critical,2,0,0,0,Yes
billboard.js,"1.12.12, 1.8.1",1,Liferay,52575,2,Critical,2,2,0,0,Yes
jspdf,3.0.4,1,Liferay,52575,10,Critical,2,6,2,0,Yes
liquibase-core,"0-SNAPSHOT, 1.0-SNAPSHOT, 4.19.1, 4.33.0",3,"Apache Drill, Liquibase, XWiki",40546,1,Critical,2,0,0,0,Yes
maildev,2.1.0,1,Commerce Software,35570,1,Critical,1,0,0,0,No
commons-fileupload,"1.2, 1.5, 1.6.0, UNKNOWN",6,"Apache Chukwa, Apache Kylin, Apache Storm, Jahia, XWiki, dotCMS",35260,7,Critical,1,6,0,1,Yes
c3p0,"0.9.1, [0.9.5.4]",2,"Apache Ambari, GridGain",29808,3,Critical,1,2,0,0,Yes
uglifier,"2.7.1, 2.7.2",2,"Apache Mesos, Apache PredictionIO",29671,1,Critical,1,0,0,0,Yes
java-xmlbuilder,0.4,1,Apache Ambari,28330,1,Critical,1,0,0,0,Yes
replicator,"1.0.3, 1.0.5",2,"Commerce Software, Neos",21043,1,Critical,1,0,0,0,Yes
org.apache.karaf.specs.java.xml,4.2.1,1,Vaadin,12500,1,Critical,1,0,0,0,Yes
pax-logging-log4j2,1.10.1,1,Vaadin,12500,4,Critical,3,1,1,0,Yes
tomcat-embed-core,"10.0.22, 9.0.90",2,"Apache Kylin, CloudStack",9790,20,Critical,1,9,5,5,Yes
spark-core_2.12,"3.0.0, 3.1.1, 3.3.0-kylin-5.2.2, 3.3.2",3,"Apache Kylin, Cask Data Application Platform, Weka",7834,3,Critical,4,4,2,0,Yes
ranger-plugins-common,2.7.0,1,Druid,7234,1,Critical,1,0,0,0,Yes
happy-dom,"15.7.4, 20.8.3, 20.8.7",2,"XWiki, dotCMS",6949,4,Critical,2,5,0,0,Yes
shiro-web,"1.13.0, 1.2.3",2,"Apache Chukwa, Jahia",5677,4,Critical,2,1,1,0,Yes
class-validator,0.13.2,1,Jahia,4763,1,Critical,1,0,0,0,Yes
drools-core,6.0.0.Final-jahia2,1,Jahia,4763,3,Critical,1,1,1,0,Yes
tj-actions/branch-names,v8,1,Jahia,4763,1,Critical,1,0,0,0,Yes
xmlbeans,2.6.0,1,Weka,4230,1,Critical,1,0,0,0,Yes
github.com/emicklei/go-restful,v0.0.0-20170410110728-ff4f55a20633,1,Alluxio,2152,1,Critical,1,0,0,0,Yes
django,"3.0.4, 4.2.29",2,"Zinnia, django CMS",2019,17,Critical,2,7,8,0,Yes
cassandra-all,3.11.3,1,GridGain,1478,4,Critical,1,2,1,0,Yes
ignite-core,"2.4.0, 8.9.127-SNAPSHOT",1,GridGain,1478,2,Critical,2,0,0,0,Yes
xwiki-platform-oldcore,"18.3.0-SNAPSHOT, [18.3.0-SNAPSHOT]",1,XWiki,82,11,Critical,1,3,6,1,Yes
LiteDB,3.1.0.0,1,Hotcakes,56,1,Critical,1,0,0,0,Yes
log4net,"1.2.10.0, 2.0.6.0-.NET 4.5",1,Hotcakes,56,1,Critical,2,0,0,0,Yes
pyarrow,"10.0.1, 14.0.1",1,H20 ai,0,1,Critical,1,0,0,0,Yes
ansi-regex,"0.2.1, 1.1.1, 2.0.0, 2.1.1, 3.0.0, 3.0.1, 4.1.0, 4.1.1, 5.0.0, 5.0.1, 6.0.1, 6.1.0, 6.2.2",66,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache NiFi, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, CloudStack, Commerce Software, Concrete5, Countly, Cucumberjs, D3js, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, Modernizr, Neos, Node js, Orchard CMS, OrientDB, Piwik, Presto, Prometheus, Quill, Ravenjs, ReDoc, React, React Native, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, SpreeCommerc, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",6593839,1,High,0,9,0,0,Yes
y18n,"3.2.1, 3.2.2, 4.0.0, 4.0.1, 4.0.3, 5.0.8",54,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, Commerce Software, Countly, D3js, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, Ionic Framework, Jahia, JetPack, Less, Liferay, Live Helper Chat, LocomotiveCMS, Meteor, Modernizr, Neos, Node js, Orchard CMS, OrientDB, Piwik, Presto, Ravenjs, ReDoc, React, React Native, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, SpreeCommerc, WooCommerce, XWiki, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",6075156,1,High,0,7,0,0,Yes
debug,"0.7.4, 1.0.2, 1.0.3, 1.0.4, 1.10.0, 1.11.1, 1.9.2, 2.1.0, 2.1.3, 2.2.0, 2.3.3, 2.6.0, 2.6.1, 2.6.3, 2.6.4, 2.6.6, 2.6.7, 2.6.8, 2.6.9, 3.1.0, 3.2.6, 3.2.7, 4.1.0, 4.1.1, 4.2.0, 4.3.1, 4.3.2, 4.3.3, 4.3.4, 4.3.5, 4.3.6, 4.3.7, 4.4.0, 4.4.1, 4.4.3, 8.0.2-SNAPSHOT",72,"ASP NET, Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, Cacti, CloudStack, Commerce Software, Concrete5, Countly, Cucumberjs, D3js, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GlassFish, GoCD, Grafana, HHVM, Hbase, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, MongoDB, MovableType, Neos, Node js, Orchard CMS, OrientDB, Piwik, Plotly, Presto, Prometheus, Python, Quill, Ravenjs, React, React Native, Ruby on Rails, Rundeck, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, SpreeCommerc, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",5609083,2,High,0,19,0,28,Yes
ms,"0.6.2, 0.7.0, 0.7.1, 0.7.2, 0.7.3, 2.0.0, 2.1.1, 2.1.2, 2.1.3",71,"ASP NET, Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, Cacti, CloudStack, Commerce Software, Concrete5, Countly, Cucumberjs, D3js, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, HHVM, Hbase, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, MongoDB, MovableType, Neos, Node js, Orchard CMS, OrientDB, Piwik, Plotly, Presto, Prometheus, Python, Quill, Ravenjs, React, React Native, Ruby on Rails, Rundeck, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, SpreeCommerc, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",5593833,2,High,0,2,10,0,Yes
semver,"0.11.0, 0.9.0, 1.0.21, 1.0.23, 1.0.26, 1.0.27, 2.3.2, 4.3.6, 5.0.3, 5.1.1, 5.3.0, 5.4.1, 5.5.0, 5.6.0, 5.7.0, 5.7.1, 5.7.2, 6.1.1, 6.3.0, 6.3.1, 7.0.0, 7.1.1, 7.3.2, 7.3.4, 7.3.5, 7.3.6, 7.3.7, 7.3.8, 7.5.1, 7.5.2, 7.5.3, 7.5.4, 7.6.0, 7.6.1, 7.6.2, 7.6.3, 7.7.1, 7.7.2, 7.7.3, 7.7.4",67,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache NiFi, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, CloudStack, Commerce Software, Concrete5, Countly, Cucumberjs, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, HHVM, InfluxData, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, Neos, Node js, Orchard CMS, OrientDB, Piwik, Presto, Python, Quill, Ravenjs, React, React Native, Roundcube, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, SpreeCommerc, Thelia, Umbraco, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, cube net, dotCMS, phpMyAdmin",5236909,2,High,0,38,0,0,Yes
brace-expansion,"1.1.11, 1.1.12, 1.1.13, 1.1.6, 1.1.7, 1.1.8, 2.0.1, 2.0.2, 2.0.3, 4.0.0, 5.0.2, 5.0.3, 5.0.4, 5.0.5",67,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache NiFi, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, CloudStack, Commerce Software, Concrete5, Countly, Cucumberjs, D3js, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, MongoDB, MovableType, Neos, Node js, NopCommerce, Open Web Analytics, Orchard CMS, OrientDB, Piwik, Presto, Quill, Ravenjs, ReDoc, React, React Native, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",5080782,3,High,0,1,102,46,Yes
minimatch,"0.2.14, 0.3.0, 1.0.0, 10.0.1, 10.1.1, 10.2.1, 10.2.2, 10.2.3, 10.2.4, 2.0.10, 3.0.3, 3.0.4, 3.0.5, 3.0.8, 3.1.2, 3.1.3, 3.1.4, 3.1.5, 4.2.1, 5.0.1, 5.1.0, 5.1.6, 5.1.9, 6.2.3, 7.4.6, 7.4.9, 8.0.4, 8.0.7, 9.0.1, 9.0.2, 9.0.3, 9.0.4, 9.0.5, 9.0.6, 9.0.8, 9.0.9",67,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache NiFi, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, CloudStack, Commerce Software, Concrete5, Countly, Cucumberjs, D3js, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, MongoDB, MovableType, Neos, Node js, NopCommerce, Open Web Analytics, Orchard CMS, OrientDB, Piwik, Presto, Quill, Ravenjs, ReDoc, React, React Native, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",5080782,5,High,0,345,0,0,Yes
cross-spawn,"2.2.3, 3.0.1, 4.0.0, 4.0.2, 5.1.0, 6.0.5, 6.0.6, 7.0.1, 7.0.3, 7.0.6",63,"ASP NET, Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache NiFi, Apache YARN, Apollo Client, Bolt, CKEditor, Commerce Software, Countly, Cucumberjs, D3js, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, MongoDB, Neos, Node js, Open Web Analytics, Orchard CMS, OrientDB, Piwik, Presto, Quill, Ravenjs, React, React Native, Ruby on Rails, Rundeck, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, SpreeCommerc, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, dotCMS, phpMyAdmin",5000577,1,High,0,30,0,0,Yes
glob,"0.3.1, 0.3.2, 0.3.3, 10.2.7, 10.3.1, 10.3.10, 10.3.3, 10.4.1, 10.4.2, 10.4.5, 10.5.0, 11.0.0, 11.0.1, 11.0.3, 11.1.0, 12.0.0, 13.0.0, 13.0.6, 3.2.11, 4.3.5, 4.5.3, 5.0.13, 5.0.15, 6.0.4, 7.0.3, 7.0.6, 7.1.1, 7.1.2, 7.1.3, 7.1.4, 7.1.6, 7.1.7, 7.2.0, 7.2.3, 8.0.3, 8.1.0, 9.3.5",64,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache NiFi, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, CloudStack, Commerce Software, Concrete5, Countly, Cucumberjs, D3js, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, HHVM, InfluxData, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, MovableType, Neos, Node js, NopCommerce, Open Web Analytics, Orchard CMS, Piwik, Presto, Quill, Ravenjs, React, React Native, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",4925718,1,High,0,13,0,0,Yes
async,"0.2.10, 0.2.6, 0.8.0, 0.9.0, 0.9.2, 1.0.0, 1.5.2, 2.1.4, 2.3.0, 2.5.0, 2.6.0, 2.6.2, 2.6.3, 2.6.4, 3.1.1, 3.2.0, 3.2.3, 3.2.4, 3.2.5, 3.2.6",45,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Apollo Client, Bolt, Cacti, Commerce Software, Countly, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, GoCD, Grafana, Ionic Framework, Jenkins, JetPack, Less, Liferay, Meteor, Neos, Node js, Orchard CMS, OrientDB, Python, Ravenjs, React, React Native, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopware, WooCommerce, XWiki, ZURB Foundation, Zabbix, dotCMS",4870946,1,High,0,7,0,0,Yes
