Library Name,Version,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
cassandra-all,3.11.3,1,GridGain,1478,4,Critical,1,2,1,0,Yes
hadoop-common,2.9.2,1,GridGain,1478,5,Critical,3,1,0,1,Yes
hadoop-common,3.3.2,1,GridGain,1478,3,Critical,2,0,0,1,Yes
ignite-core,2.4.0,1,GridGain,1478,2,Critical,2,0,0,0,Yes
postgresql,42.5.4,1,GridGain,1478,1,Critical,1,0,0,0,Yes
spring-beans,5.2.15.RELEASE,1,ZK,1472,2,Critical,1,1,0,0,Yes
spring-web,5.2.15.RELEASE,1,ZK,1472,6,Critical,1,3,2,0,Partial
zk-build-utils,2.0.0,1,ZK,1472,1,Critical,1,0,0,0,No
zookeeper,3.4.5,3,"Apache Chukwa, Apache Giraph, Apache Trafodion",1429,4,Critical,3,6,3,0,Yes
commons-collections,3.1,1,Apache Chukwa,914,2,Critical,1,1,0,0,Yes
commons-fileupload,1.2,1,Apache Chukwa,914,7,Critical,1,5,0,1,Yes
hadoop-common,2.7.2,1,Apache Chukwa,914,8,Critical,3,4,0,1,Yes
log4j,1.2.15,1,Apache Chukwa,914,6,Critical,3,3,0,0,Partial
parquet-avro,1.7.0,1,Apache Chukwa,914,2,Critical,1,1,0,0,Yes
shiro-core,1.2.3,1,Apache Chukwa,914,10,Critical,6,2,1,1,Yes
shiro-web,1.2.3,1,Apache Chukwa,914,4,Critical,2,1,1,0,Yes
ejs,2.7.4,1,Bolt,839,2,Critical,1,0,1,0,Yes
locutus,2.0.39,1,Bolt,839,4,Critical,1,1,2,0,Yes
log4j-core,2.1,1,Apache MINA,707,7,Critical,3,1,2,1,Yes
netty,3.6.6.Final,1,Apache MINA,707,10,Critical,1,3,6,0,Partial
hadoop-common,2.6.0,1,Apache Apex,643,10,Critical,3,4,2,1,Yes
google.golang.org/grpc,v1.77.0,2,"Ethereum, Juju",538,1,Critical,2,0,0,0,Yes
avro,1.11.0,1,Cask Data Application Platform,497,2,Critical,1,1,0,0,Yes
hadoop-common,2.3.0,1,Cask Data Application Platform,497,9,Critical,3,3,2,1,Yes
quartz,2.2.0,1,Cask Data Application Platform,497,1,Critical,1,0,0,0,Yes
spark-core_2.12,3.1.1,1,Cask Data Application Platform,497,3,Critical,1,1,1,0,Yes
spark-core_2.12,3.3.2,1,Cask Data Application Platform,497,2,Critical,1,1,0,0,Yes
unboundid-ldapsdk,2.3.6,1,Cask Data Application Platform,497,1,Critical,1,0,0,0,Yes
maven-core,3.6.3,1,HHVM,444,1,Critical,1,0,0,0,Yes
golang.org/x/crypto,v0.3.0,1,Sensu,380,5,Critical,1,1,3,0,Yes
google.golang.org/grpc,v1.41.0,1,Sensu,380,2,Critical,1,1,0,0,Yes
@babel/traverse,7.12.0,1,LocomotiveCMS,244,1,Critical,1,0,0,0,Yes
activestorage,7.1.5.1,1,LocomotiveCMS,244,6,Critical,1,1,3,1,Yes
nokogiri,1.16.8,1,LocomotiveCMS,244,1,Critical,1,0,0,0,Yes
symfony/http-foundation,v3.0.9,1,Pagekit,190,5,Critical,1,2,1,1,Yes
@xmldom/xmldom,0.8.2,1,Thelia,139,1,Critical,1,0,0,0,Yes
lodash,4.2.1,1,XWiki,82,7,Critical,1,3,3,0,Yes
xwiki-platform-oldcore,[18.3.0-SNAPSHOT],1,XWiki,82,11,Critical,1,3,6,1,Yes
gevent,21.8.0,1,Odoo Website Builder,75,1,Critical,1,0,0,0,Yes
gevent,22.10.2,1,Odoo Website Builder,75,1,Critical,1,0,0,0,Yes
pillow,9.0.1,1,Odoo Website Builder,75,5,Critical,1,4,0,0,Yes
pillow,9.4.0,1,Odoo Website Builder,75,4,Critical,1,3,0,0,Yes
LiteDB,3.1.0.0,1,Hotcakes,56,1,Critical,1,0,0,0,Yes
log4net,1.2.10.0,1,Hotcakes,56,1,Critical,1,0,0,0,Yes
log4net,2.0.6.0-.NET 4.5,1,Hotcakes,56,1,Critical,1,0,0,0,Yes
avro,1.7.3,1,Apache Trafodion,34,2,Critical,1,1,0,0,Yes
jackson-mapper-asl,1.8.8,1,Apache Trafodion,34,2,Critical,1,1,0,0,No
jetty-server,9.2.10.v20150310,1,Apache Trafodion,34,12,Critical,2,3,5,2,Yes
jython-standalone,2.5.3,1,Apache Trafodion,34,2,Critical,1,0,1,0,Yes
django,3.0.4,1,Zinnia,2,17,Critical,2,7,8,0,Yes
pillow,7.0.0,1,Zinnia,2,34,Critical,5,23,6,0,Yes
eslint-tools,0.0.0,1,Node js,0,1,Critical,1,0,0,0,No
pyarrow,10.0.1,1,H20 ai,0,1,Critical,1,0,0,0,Yes
picomatch,2.3.1,50,"Angular Material, AngularJS, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Apollo Client, CKEditor, Cacti, Commerce Software, Countly, D3js, Druid, Drupal, EllisLab ExpressionEngine, Ghost, Grafana, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Meteor, Neos, Node js, Nunjucks, Open Web Analytics, Orchard CMS, Piwik, Presto, Prometheus, Quill, Ravenjs, React, React Native, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",4274822,2,High,0,40,40,0,Yes
minimatch,3.1.2,38,"Angular Material, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Apollo Client, CloudStack, Commerce Software, D3js, Druid, Drupal, Ghost, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Meteor, MongoDB, Neos, Node js, Orchard CMS, Piwik, Presto, Quill, React, Ruby on Rails, Rust, Selenium IDE, Thelia, WooCommerce, XWiki, ZK, ZURB Foundation, Zabbix, dotCMS, phpMyAdmin",3331348,3,High,0,84,0,0,Yes
serialize-javascript,6.0.2,32,"Angular Material, AngularJS, Apache Mahout, Apollo Client, Bolt, Commerce Software, D3js, Discourse, Druid, Drupal, Emberjs, Ghost, Grafana, HHVM, Liferay, Live Helper Chat, Meteor, Orchard CMS, Presto, Quill, Ravenjs, React, Roundcube, Rundeck, Selenium, Shopsys Framework, Thelia, WooCommerce, ZURB Foundation, cube net, dotCMS, phpMyAdmin",2922936,2,High,0,28,28,0,Yes
path-to-regexp,0.1.12,25,"Angular Material, AngularJS, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache YARN, Apollo Client, Bolt, Countly, Discourse, Druid, Ghost, HHVM, Hbase, Ionic Framework, JetPack, Orchard CMS, OrientDB, Presto, Ravenjs, React, Selenium, WooCommerce, dotCMS",2887237,1,High,0,21,0,0,Yes
serialize-javascript,4.0.0,12,"AngularJS, Apollo Client, Bolt, CloudStack, Ghost, Ionic Framework, Less, Liferay, LocomotiveCMS, React, Ruby on Rails, WooCommerce",2522699,2,High,0,11,11,0,Yes
braces,3.0.2,19,"Bolt, Commerce Software, D3js, EllisLab ExpressionEngine, HHVM, Ionic Framework, Jahia, Liferay, LocomotiveCMS, Neos, Open Web Analytics, Piwik, Quill, React, Ruby on Rails, Selenium IDE, Thelia, WooCommerce, Zabbix",2337306,1,High,0,17,0,0,Yes
actions/download-artifact,v4,19,"Apache Flink, Cask Data Application Platform, Commerce Software, Django, F , Ghost, Grafana, Java, Presto, Ravenjs, ReDoc, React, RethinkDB, Rust, SaltStack, Selenium, Shopsys Framework, WooCommerce, dotCMS",2050869,1,High,0,19,0,0,Yes
path-to-regexp,0.1.7,13,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Commerce Software, HHVM, Ionic Framework, Liferay, React, Selenium IDE, WooCommerce",2020523,3,High,0,30,0,0,Yes
minimatch,5.1.6,12,"Apollo Client, Commerce Software, D3js, Drupal, EllisLab ExpressionEngine, Ghost, Neos, ReDoc, React, Selenium IDE, WooCommerce, ZURB Foundation",1956213,3,High,0,15,0,0,Yes
minimatch,9.0.5,16,"Angular Material, Apollo Client, Commerce Software, Drupal, Ghost, Less, Liferay, Liveblog, Orchard CMS, Piwik, Presto, React, WooCommerce, XWiki, ZURB Foundation, dotCMS",1920789,3,High,0,33,0,0,Yes
cross-spawn,7.0.3,15,"Commerce Software, D3js, Druid, HHVM, Ionic Framework, Liferay, LocomotiveCMS, Neos, Open Web Analytics, Piwik, Quill, React, Selenium IDE, WooCommerce, ZURB Foundation",1865314,1,High,0,12,0,0,Yes
cross-spawn,5.1.0,13,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Druid, Emberjs, Liferay, Neos, OrientDB, Piwik, React, WooCommerce",1809499,1,High,0,10,0,0,Yes
lodash.template,4.5.0,12,"Angular Material, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Druid, Emberjs, Ghost, Ravenjs, React, WooCommerce, ZURB Foundation",1771387,1,High,0,8,0,0,No
node-forge,1.3.1,13,"Angular Material, Apollo Client, Druid, Ghost, Ionic Framework, Liferay, Meteor, Presto, React, Selenium IDE, Thelia, WooCommerce, dotCMS",1744470,7,High,0,72,12,0,Yes
body-parser,1.20.1,7,"Commerce Software, HHVM, Ionic Framework, Liferay, React, Selenium IDE, WooCommerce",1680190,1,High,0,6,0,0,Yes
body-parser,1.20.2,5,"Ionic Framework, Liferay, React, Ruby on Rails, Selenium IDE",1661173,1,High,0,5,0,0,Yes
flatted,3.3.1,7,"D3js, Ionic Framework, Liferay, Quill, React, React Native, Ruby on Rails",1655787,2,High,0,8,0,0,Yes
http-proxy-middleware,2.0.6,6,"HHVM, Ionic Framework, Liferay, React, Selenium IDE, WooCommerce",1644620,3,High,0,5,10,0,Yes
flatted,3.3.2,6,"Ionic Framework, Liferay, MongoDB, React, WooCommerce, dotCMS",1623145,2,High,0,8,0,0,Yes
picomatch,4.0.2,6,"Angular Material, Drupal, React, Shopware, WooCommerce, dotCMS",1611205,2,High,0,5,5,0,Yes
minimatch,3.0.4,15,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Druid, Ionic Framework, Less, Liferay, LocomotiveCMS, Meteor, Neos, NopCommerce, Open Web Analytics, Piwik, React",1609485,4,High,0,48,0,0,Yes
serialize-javascript,6.0.1,7,"Commerce Software, HHVM, Liferay, Neos, React, Selenium IDE, WooCommerce",1599957,3,High,0,6,12,0,Yes
cross-spawn,6.0.5,9,"Ghost, Jahia, Liferay, LocomotiveCMS, Neos, React, Selenium IDE, WooCommerce, ZURB Foundation",1596278,1,High,0,4,0,0,Yes
braces,2.3.2,17,"Bolt, CloudStack, Discourse, Druid, Ghost, Jahia, Liferay, LocomotiveCMS, MovableType, Neos, OrientDB, Ravenjs, React, Thelia, WooCommerce, ZURB Foundation, Zabbix",1583942,1,High,0,13,0,0,Yes
glob,10.3.10,5,"Commerce Software, Quill, React, Selenium IDE, WooCommerce",1553153,1,High,0,4,0,0,Yes
semver,5.7.1,11,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Ghost, Jahia, Liferay, LocomotiveCMS, Meteor, React, Selenium IDE",1550458,1,High,0,5,0,0,Yes
svgo,2.8.0,8,"Apollo Client, HHVM, Ionic Framework, Liferay, React, Thelia, WooCommerce, Zabbix",1511034,1,High,0,8,0,0,Yes
minimatch,9.0.3,9,"Commerce Software, Ghost, Ionic Framework, Liferay, Quill, React, WooCommerce, dotCMS, phpMyAdmin",1481508,3,High,0,21,0,0,Yes
nth-check,1.0.2,10,"Apollo Client, Bolt, Druid, Ghost, Ionic Framework, Liferay, LocomotiveCMS, Neos, React, WooCommerce",1469262,1,High,0,9,0,0,Yes
trim,0.0.1,8,"Ghost, HHVM, Liferay, Meteor, Neos, React, Thelia, WooCommerce",1426680,1,High,0,8,0,0,Yes
trim-newlines,1.0.0,7,"Apache Ambari, Druid, Liferay, LocomotiveCMS, Neos, React, WooCommerce",1413708,1,High,0,6,0,0,Yes
d3-color,1.4.1,5,"Liferay, Node js, OrientDB, React, WooCommerce",1380052,1,High,0,5,0,0,Yes
qs,6.5.2,9,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Liferay, LocomotiveCMS, Neos, Piwik, React",1364304,2,High,0,4,4,0,Yes
picomatch,4.0.3,18,"Angular Material, AngularJS, CKEditor, Countly, Drupal, Ghost, Grafana, Node js, Orchard CMS, Presto, Ravenjs, React Native, Roundcube, Selenium, Shopsys Framework, Shopware, XWiki, dotCMS",1362812,2,High,0,12,12,0,Yes
node-fetch,1.7.3,8,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Liferay, Meteor, Neos, React",1339043,1,High,0,5,0,0,Yes
flatted,2.0.2,7,"Jahia, Live Helper Chat, Neos, React, Thelia, WooCommerce, ZURB Foundation",1337952,2,High,0,10,0,0,Yes
braces,1.8.5,11,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Liferay, LocomotiveCMS, MovableType, Neos, React",1333466,1,High,0,7,0,0,Yes
semver,4.3.6,9,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Liferay, Neos, React",1331282,1,High,0,5,0,0,Yes
tmpl,1.0.4,9,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Liferay, LocomotiveCMS, React",1329437,1,High,0,4,0,0,Yes
minimatch,9.0.1,5,"Liveblog, React, WooCommerce, XWiki, ZURB Foundation",1328196,3,High,0,9,0,0,Yes
glob,10.4.5,7,"Angular Material, Apollo Client, Commerce Software, Drupal, Piwik, React, ZURB Foundation",1327583,1,High,0,4,0,0,Yes
ini,1.3.5,8,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Liferay, LocomotiveCMS, Neos, React",1296928,1,High,0,4,0,0,Yes
kind-of,6.0.2,7,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Liferay, Neos, React",1296684,1,High,0,4,0,0,Yes
body-parser,1.19.0,6,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Liferay, React",1294595,1,High,0,3,0,0,Yes
qs,6.7.0,6,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Liferay, React",1294595,3,High,0,3,3,3,Yes
websocket-extensions,0.1.3,6,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Liferay, React",1294595,1,High,0,3,0,0,Yes
semver,6.3.0,6,"Commerce Software, Ionic Framework, Liferay, LocomotiveCMS, React, Selenium IDE",1293039,1,High,0,5,0,0,Yes
semver,5.3.0,9,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, LocomotiveCMS, Neos, React",1278951,1,High,0,4,0,0,Yes
hawk,3.1.3,8,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos, React",1278707,1,High,0,5,0,0,Yes
hoek,2.16.3,8,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos, React",1278707,2,High,0,10,0,0,Partial
debug,2.2.0,8,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Ghost, Neos, React",1278277,2,High,0,4,0,4,Yes
dot-prop,3.0.0,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Neos, React",1272439,1,High,0,4,0,0,Yes
qs,6.4.0,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Neos, React",1272439,2,High,0,4,4,0,Yes
merge,1.2.1,7,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Ghost, Neos, React",1249947,1,High,0,3,0,0,Yes
tar,2.2.2,6,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, LocomotiveCMS, React",1242264,9,High,0,24,3,0,Yes
async,2.6.3,5,"Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, React",1242020,1,High,0,2,0,0,Yes
flatted,3.2.7,5,"Liferay, React, Selenium IDE, Thelia, ZK",1193130,2,High,0,6,0,0,Yes
path-to-regexp,8.2.0,3,"Grafana, Ravenjs, React",1142915,2,High,0,2,2,0,Yes
json5,0.5.1,8,"Apache Ambari, Bolt, Ghost, Liferay, Neos, OrientDB, Ravenjs, React",1132568,1,High,0,6,0,0,Yes
mime,1.2.11,4,"Apache Ambari, Emberjs, Less, React",1094923,1,High,0,4,0,0,Yes
ansi-html,0.0.7,5,"Discourse, Emberjs, Ghost, Ravenjs, React",1072620,1,High,0,5,0,0,Yes
rollup,2.79.2,4,"Apollo Client, Less, React, ZURB Foundation",1064285,1,High,0,2,0,0,Yes
lodash,4.17.15,4,"Apache Ambari, Liferay, Meteor, React",1059549,4,High,0,6,6,0,Yes
ansi-regex,3.0.0,5,"Liferay, LocomotiveCMS, Neos, Piwik, React",1058569,1,High,0,4,0,0,Yes
json5,1.0.1,5,"Ionic Framework, Liferay, LocomotiveCMS, Neos, React",1056899,1,High,0,4,0,0,Yes
path-to-regexp,1.7.0,3,"Liferay, Piwik, React",1056236,1,High,0,3,0,0,Yes
semver,5.4.1,2,"Less, React",1047910,1,High,0,1,0,0,Yes
minimatch,3.0.3,4,"Apache Ambari, Apache Tez, Piwik, React",1038259,4,High,0,12,0,0,Yes
y18n,3.2.1,6,"Apache Ambari, Apache Tez, Liferay, LocomotiveCMS, Neos, React",1025791,1,High,0,5,0,0,Yes
image-size,1.1.1,2,"React, React Native",1024293,1,High,0,2,0,0,Yes
undici,6.23.0,2,"React, React Native",1024293,5,High,0,3,2,0,Yes
json5,2.2.1,3,"CloudStack, Ionic Framework, React",1008674,1,High,0,2,0,0,Yes
semver,7.3.7,3,"CloudStack, Ionic Framework, React",1008674,1,High,0,2,0,0,Yes
path-to-regexp,1.8.0,5,"Ghost, HHVM, Ionic Framework, LocomotiveCMS, React",1008517,1,High,0,5,0,0,Yes
decode-uri-component,0.2.0,7,"CloudStack, Ghost, Jahia, Liferay, LocomotiveCMS, Neos, React",1008477,1,High,0,7,0,0,Yes
semver,7.0.0,3,"Ionic Framework, LocomotiveCMS, React",1002235,1,High,0,2,0,0,Yes
loader-utils,3.2.0,3,"Ionic Framework, React, Thelia",1002130,2,High,0,6,0,0,Yes
rollup,3.29.5,4,"Apollo Client, Liferay, Node js, React",1000361,1,High,0,3,0,0,Yes
html-minifier,3.5.21,5,"Bolt, Liferay, OrientDB, React, ZURB Foundation",998814,1,High,0,4,0,0,No
http-cache-semantics,3.8.1,4,"Druid, Liferay, Neos, React",998183,1,High,0,3,0,0,Yes
nth-check,1.0.1,3,"Liferay, OrientDB, React",993101,1,High,0,3,0,0,Yes
marked,0.7.0,3,"Angular Material, Liferay, React",992276,2,High,0,4,0,0,Yes
ansi-regex,4.1.0,4,"Liferay, LocomotiveCMS, Neos, React",991193,1,High,0,3,0,0,Yes
glob-parent,5.1.1,4,"Liferay, LocomotiveCMS, Neos, React",991193,1,High,0,3,0,0,Yes
picomatch,2.2.2,4,"Liferay, LocomotiveCMS, Neos, React",991193,2,High,0,3,3,0,Yes
y18n,4.0.0,4,"Liferay, LocomotiveCMS, Neos, React",991193,1,High,0,2,0,0,Yes
ip,1.1.5,3,"Liferay, Neos, React",990949,2,High,0,3,0,3,Partial
json5,2.1.0,3,"Liferay, Neos, React",990949,1,High,0,2,0,0,Yes
node-forge,0.10.0,3,"Bolt, Liferay, React",989699,12,High,0,24,9,3,Yes
ansi-regex,5.0.0,3,"Liferay, LocomotiveCMS, React",989104,1,High,0,2,0,0,Yes
json5,2.1.3,3,"Liferay, LocomotiveCMS, React",989104,1,High,0,2,0,0,Yes
lodash,4.17.20,3,"Liferay, LocomotiveCMS, React",989104,3,High,0,2,4,0,Yes
semver,7.3.2,3,"Liferay, LocomotiveCMS, React",989104,1,High,0,1,0,0,Yes
dns-packet,1.3.1,2,"Liferay, React",988860,1,High,0,2,0,0,Yes
next,15.5.9,2,"Liferay, React",988860,4,High,0,2,6,0,Yes
semver,5.7.0,2,"Liferay, React",988860,1,High,0,1,0,0,Yes
ua-parser-js,0.7.17,2,"Liferay, React",988860,3,High,0,3,0,0,Yes
ua-parser-js,0.7.20,2,"Liferay, React",988860,3,High,0,3,0,0,Yes
minimatch,10.0.1,2,"Meteor, React",978644,3,High,0,3,0,0,Yes
websocket-extensions,0.1.1,4,"Apache Ambari, Apache Tez, OrientDB, React",975124,1,High,0,4,0,0,Yes
underscore,1.12.1,4,"Apollo Client, Commerce Software, React, dotCMS",973607,1,High,0,4,0,0,Yes
fstream,1.0.11,4,"Apache Ambari, Apache Tez, Neos, React",972972,1,High,0,4,0,0,Yes
tar,2.2.1,4,"Apache Ambari, Apache Tez, Neos, React",972972,10,High,0,36,4,0,Yes
forwarded,0.1.0,3,"Apache Ambari, Apache Tez, React",970883,1,High,0,3,0,0,Yes
fresh,0.5.0,3,"Apache Ambari, Apache Tez, React",970883,1,High,0,3,0,0,Yes
http-proxy,1.16.2,3,"Apache Ambari, Apache Tez, React",970883,1,High,0,3,0,0,Yes
ini,1.3.4,3,"Apache Ambari, Apache Tez, React",970883,1,High,0,3,0,0,Yes
merge,1.2.0,3,"Apache Ambari, Apache Tez, React",970883,2,High,0,4,0,0,Yes
mime,1.3.4,3,"Apache Ambari, Apache Tez, React",970883,1,High,0,3,0,0,Yes
tough-cookie,2.3.2,3,"Apache Ambari, Apache Tez, React",970883,2,High,0,3,3,0,Yes
debug,2.6.3,2,"Apache Ambari, React",964615,2,High,0,1,0,1,Yes
qs,2.3.3,2,"Apache Ambari, React",964615,3,High,0,4,2,0,Yes
ip,1.1.9,2,"Commerce Software, React",955239,1,High,0,1,0,0,No
jsonpath,1.1.1,2,"Apollo Client, React",947786,2,High,0,2,2,0,Yes
rollup,4.34.9,2,"Apollo Client, React",947786,1,High,0,1,0,0,Yes
path-to-regexp,8.3.0,8,"Angular Material, AngularJS, Discourse, Ghost, Hbase, Ravenjs, Selenium, dotCMS",946103,2,High,0,8,8,0,Yes
axios,0.21.4,6,"AngularJS, CloudStack, Orchard CMS, Thelia, WooCommerce, ZURB Foundation",945475,3,High,0,10,5,0,Yes
terser,4.8.0,4,"CloudStack, LocomotiveCMS, Neos, React",945301,1,High,0,3,0,0,Yes
semver-regex,2.0.0,2,"Druid, React",943519,2,High,0,2,0,2,Yes
undici,5.28.4,2,"React, dotCMS",943152,7,High,0,2,4,1,Yes
http-cache-semantics,4.1.0,2,"CloudStack, React",942968,1,High,0,2,0,0,Yes
is-svg,2.1.0,3,"Neos, OrientDB, React",942615,2,High,0,6,0,0,Yes
js-yaml,3.7.0,3,"Neos, OrientDB, React",942615,2,High,0,2,2,0,Yes
brace-expansion,1.1.6,2,"Apache Tez, React",942553,3,High,0,1,1,1,Yes
sshpk,1.11.0,2,"Apache Tez, React",942553,1,High,0,2,0,0,Yes
undici,5.22.1,2,"Ghost, React",942123,11,High,0,2,4,5,Yes
dot-prop,4.2.0,2,"Neos, React",938374,1,High,0,2,0,0,Yes
lodash.template,4.4.0,2,"Neos, React",938374,1,High,0,2,0,0,No
mout,1.1.0,2,"Neos, React",938374,2,High,0,4,0,0,Yes
shelljs,0.7.8,2,"MovableType, React",938225,2,High,0,1,1,0,Yes
ua-parser-js,0.7.22,2,"LocomotiveCMS, React",936529,2,High,0,4,0,0,Yes
path-to-regexp,0.1.10,2,"React, Thelia",936424,2,High,0,4,0,0,Yes
@modelcontextprotocol/sdk,1.9.0,1,React,936285,2,High,0,2,0,0,Yes
ansi-html,0.0.5,1,React,936285,1,High,0,1,0,0,Yes
async,2.5.0,1,React,936285,1,High,0,1,0,0,Yes
axios,1.7.4,1,React,936285,3,High,0,3,0,0,Yes
axios,1.7.7,1,React,936285,3,High,0,3,0,0,Yes
base-x,3.0.10,1,React,936285,1,High,0,1,0,0,Yes
body-parser,1.18.2,1,React,936285,1,High,0,1,0,0,Yes
body-parser,1.19.2,1,React,936285,1,High,0,1,0,0,Yes
cached-path-relative,1.0.1,1,React,936285,2,High,0,2,0,0,Yes
cross-spawn,4.0.2,1,React,936285,1,High,0,1,0,0,Yes
debug,2.6.7,1,React,936285,2,High,0,1,0,1,Yes
debug,2.6.8,1,React,936285,2,High,0,1,0,1,Yes
dns-packet,1.2.2,1,React,936285,1,High,0,1,0,0,Yes
file-type,14.7.1,1,React,936285,2,High,0,1,1,0,Yes
fresh,0.3.0,1,React,936285,1,High,0,1,0,0,Yes
fstream,1.0.10,1,React,936285,1,High,0,1,0,0,Yes
html-minifier,3.2.3,1,React,936285,1,High,0,1,0,0,No
html-minifier,3.5.3,1,React,936285,1,High,0,1,0,0,No
html-minifier,3.5.6,1,React,936285,1,High,0,1,0,0,No
http-proxy-middleware,0.17.3,1,React,936285,1,High,0,1,0,0,Yes
http-proxy-middleware,0.17.4,1,React,936285,1,High,0,1,0,0,Yes
immutable,4.0.0-rc.12,1,React,936285,1,High,0,1,0,0,Yes
jpeg-js,0.1.2,1,React,936285,2,High,0,1,1,0,Yes
mime,1.3.6,1,React,936285,1,High,0,1,0,0,Yes
no-case,2.3.1,1,React,936285,1,High,0,1,0,0,Yes
node-forge,0.6.33,1,React,936285,13,High,0,9,3,1,Yes
normalize-url,4.5.0,1,React,936285,1,High,0,1,0,0,Yes
picomatch,2.3.0,1,React,936285,2,High,0,1,1,0,Yes
playwright,1.51.1,1,React,936285,1,High,0,1,0,0,Yes
qs,6.5.1,1,React,936285,2,High,0,1,1,0,Yes
querystringify,0.0.4,1,React,936285,1,High,0,1,0,0,Yes
querystringify,1.0.0,1,React,936285,1,High,0,1,0,0,Yes
react-dev-utils,3.1.1,1,React,936285,2,High,0,1,1,0,Yes
react-dev-utils,4.2.1,1,React,936285,2,High,0,1,1,0,Yes
requirejs,2.3.5,1,React,936285,1,High,0,1,0,0,Yes
sshpk,1.13.1,1,React,936285,1,High,0,1,0,0,Yes
tar-fs,2.1.2,1,React,936285,2,High,0,2,0,0,Yes
tar-fs,3.0.8,1,React,936285,2,High,0,2,0,0,Yes
urijs,1.18.12,1,React,936285,8,High,0,2,6,0,Yes
urijs,1.19.0,1,React,936285,8,High,0,2,6,0,Yes
urijs,1.19.6,1,React,936285,6,High,0,1,5,0,Yes
webpack-dev-middleware,1.12.0,1,React,936285,1,High,0,1,0,0,Yes
webpack-dev-middleware,1.12.2,1,React,936285,1,High,0,1,0,0,Yes
webpack-dev-middleware,1.9.0,1,React,936285,1,High,0,1,0,0,Yes
webpack-dev-server,1.16.2,1,React,936285,3,High,0,1,2,0,Yes
webpack-dev-server,2.11.3,1,React,936285,3,High,0,1,2,0,Yes
webpack-dev-server,2.7.1,1,React,936285,3,High,0,1,2,0,Yes
webpack-dev-server,2.9.4,1,React,936285,3,High,0,1,2,0,Yes
ws,3.3.2,1,React,936285,1,High,0,1,0,0,Yes
angular,1.6.10,5,"AngularJS, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN",846239,11,High,0,4,12,6,Partial
minimatch,3.0.8,8,"Angular Material, Concrete5, Countly, Druid, Drupal, Less, WooCommerce, ZURB Foundation",811934,3,High,0,18,0,0,Yes
