Library Name,Version,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/build-demander-preview/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/domain/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/galleon/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/galleon/update/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/basic/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/clustering/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/elytron-oidc-client/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/elytron/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/expansion/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/iiop/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/legacy/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/manualmode-expansion/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/manualmode/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/certification/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/config/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/fault-tolerance/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/health/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/jwt/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/lra/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/openapi/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/reactive-messaging/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/reactive-streams-operators/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/rest-client/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/microprofile-tck/telemetry/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/multinode/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/rbac/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/rts/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/secman/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/smoke/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/vdx/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/web/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/ws/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/integration/xts/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/layers-expansion/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/layers/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/mixed-domain/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/preview/basic/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/preview/expansion/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/preview/manualmode/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/preview/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/scripts/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/shared/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/test-feature-pack-preview/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/test-feature-pack/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/testsuite/test-product-conf/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/transactions/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/undertow/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/web-common/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/webservices/opensaml-sysconfig/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/webservices/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/webservices/server-integration/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/webservices/tests-integration/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/bean-validation/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/common/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/ejb/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/jpa/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/spi/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/subsystem/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/transactions/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/weld/webservices/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Red_Hat-JBoss_Enterprise_Application_Server__EAS_/xts/pom.xml,,1,JBoss Enterprise Application Server  EAS ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/.github/workflows/add_to_project.yml,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/.github/workflows/backport.yml,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/.github/workflows/branch-merge.yml,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/.github/workflows/check_release_notes.yml,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/.github/workflows/commands.yml,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/.github/workflows/copilot-setup-steps.yml,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/.github/workflows/repo-assist.lock.yml,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/.github/workflows/repository_lockdown_check.yml,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/tests/FSharp.Compiler.ComponentTests/Conformance/BasicGrammarElements/ModuleDefinitions/E_ModuleWithSameNameInNamespace02a.exe,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/tests/fsharp/core/attributes/cslib.dll,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/tests/fsharp/core/ilread/Library.dll,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/tests/fsharp/typecheck/full-rank-arrays/full-rank-arrays.dll,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/tests/service/data/System.Data.dll,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_F__Software_Foundation-F_/tests/service/data/TestProject/netstandard2.0/TestProject.dll,,1,F ,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/.github/workflows/ci.yml,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/.github/workflows/coverage.yml,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/.github/workflows/isolated-tests.yml,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/.github/workflows/lock.yml,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/.github/workflows/pr.yml,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/.github/workflows/split.yml,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/.github/workflows/windows.yml,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/core-bundle/.github/workflows/autoclose.yml,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/package-lock.json,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/vendor-bin/ecs/composer.lock,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/vendor-bin/isolated-tests/composer.lock,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/vendor-bin/monorepo-tools/composer.lock,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/vendor-bin/phpstan/composer.lock,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/vendor-bin/rector/composer.lock,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/vendor-bin/service-linter/composer.lock,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/contao_org-Contao/vendor-bin/twig-cs-fixer/composer.lock,,1,Contao,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/.github/workflows/autoFix.yml,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/.github/workflows/deletedFiles.yml,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/.github/workflows/phpCS.yml,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/.github/workflows/release-build.yml,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/.github/workflows/release-preparation.yml,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/.github/workflows/testLinux.yml,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/.github/workflows/testWindows.yml,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/.github/workflows/todoChecker.yml,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/_test/composer.lock,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/dokuwiki_org-DokuWiki/composer.lock,,1,DokuWiki,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/actions/composer/action.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/coverage.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/deny-test.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/deploy.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/dockerbuild.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/e2e-test-throttling.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/e2e-test.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/main.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/php-cs-fixer.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/phpstan.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/plugin-test.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/rector.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/unit-test.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/vaddy-1.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/vaddy-2.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/vaddyscan.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/.github/workflows/zaproxy.yml,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/composer.lock,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/ec-cube_net-EC-CUBE/package-lock.json,,1,cube net,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/fitnesse_org-FitNesse/.github/workflows/build-fitnesse.yml,,1,FitNesse,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/fitnesse_org-FitNesse/gradle/wrapper/gradle-wrapper.jar,,1,FitNesse,0,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/fitnesse_org-FitNesse/plugins/test-plugin-x.jar,,1,FitNesse,0,0,—,0,0,0,0,—
