Vulnerable Library,CVE ID,CVE Severity,Products Affected,Affected Products,Enterprises Exposed
xstream 1.4.8,CVE-2021-39154,High,1,GridGain,1478
xstream 1.4.8,CVE-2021-43859,High,1,GridGain,1478
xstream 1.4.8,CVE-2022-40151,High,1,GridGain,1478
xstream 1.4.8,CVE-2022-41966,High,1,GridGain,1478
xstream 1.4.8,CVE-2024-47072,High,1,GridGain,1478
jackson-core 2.12.4,CVE-2025-52999,High,1,ZK,1472
jasperreports 6.20.5,CVE-2025-10492,High,1,ZK,1472
logback-classic 1.2.3,CVE-2023-6378,High,1,ZK,1472
logback-core 1.2.3,CVE-2023-6378,High,1,ZK,1472
snakeyaml 1.13,CVE-2017-18640,High,1,ZK,1472
snakeyaml 1.13,CVE-2022-1471,High,1,ZK,1472
snakeyaml 1.13,CVE-2022-25857,High,1,ZK,1472
spring-beans 5.2.15.RELEASE,CVE-2022-22970,High,1,ZK,1472
spring-context 5.2.15.RELEASE,CVE-2022-22968,High,1,ZK,1472
spring-web 5.2.15.RELEASE,CVE-2024-22243,High,1,ZK,1472
spring-web 5.2.15.RELEASE,CVE-2024-22259,High,1,ZK,1472
spring-web 5.2.15.RELEASE,CVE-2024-22262,High,1,ZK,1472
zookeeper 3.4.5,CVE-2017-5637,High,3,"Apache Chukwa, Apache Giraph, Apache Trafodion",1429
zookeeper 3.4.5,CVE-2018-8012,High,3,"Apache Chukwa, Apache Giraph, Apache Trafodion",1429
velocity 1.7,CVE-2020-13936,High,2,"Apache Chukwa, Apache Giraph",1395
rollup 4.57.1,CVE-2026-27606,High,1,SpreeCommerc,1090
commons-beanutils 1.8.0,CVE-2014-0114,High,1,Apache Chukwa,914
commons-beanutils 1.8.0,CVE-2019-10086,High,1,Apache Chukwa,914
commons-beanutils 1.8.0,CVE-2025-48734,High,1,Apache Chukwa,914
commons-collections 3.1,CVE-2015-6420,High,1,Apache Chukwa,914
commons-fileupload 1.2,CVE-2013-2186,High,1,Apache Chukwa,914
commons-fileupload 1.2,CVE-2014-0050,High,1,Apache Chukwa,914
commons-fileupload 1.2,CVE-2016-3092,High,1,Apache Chukwa,914
commons-fileupload 1.2,CVE-2023-24998,High,1,Apache Chukwa,914
commons-fileupload 1.2,CVE-2025-48976,High,1,Apache Chukwa,914
esapi 2.1.0,CVE-2022-23457,High,1,Apache Chukwa,914
esapi 2.1.0,N/A,High,1,Apache Chukwa,914
hadoop-common 2.7.2,CVE-2016-5393,High,1,Apache Chukwa,914
hadoop-common 2.7.2,CVE-2016-6811,High,1,Apache Chukwa,914
hadoop-common 2.7.2,CVE-2017-7669,High,1,Apache Chukwa,914
hadoop-common 2.7.2,CVE-2020-9492,High,1,Apache Chukwa,914
jetty 6.1.14,CVE-2009-4611,High,1,Apache Chukwa,914
jetty 6.1.6,CVE-2009-4611,High,1,Apache Chukwa,914
jsoup 1.8.3,CVE-2021-37714,High,1,Apache Chukwa,914
log4j 1.2.15,CVE-2021-4104,High,1,Apache Chukwa,914
log4j 1.2.15,CVE-2022-23302,High,1,Apache Chukwa,914
log4j 1.2.15,CVE-2023-26464,High,1,Apache Chukwa,914
parquet-avro 1.7.0,CVE-2025-46762,High,1,Apache Chukwa,914
shiro-core 1.2.3,CVE-2019-12422,High,1,Apache Chukwa,914
shiro-core 1.2.3,CVE-2020-13933,High,1,Apache Chukwa,914
shiro-web 1.2.3,CVE-2016-6802,High,1,Apache Chukwa,914
xercesImpl 2.10.0,CVE-2012-0881,High,1,Apache Chukwa,914
xercesImpl 2.10.0,CVE-2013-4002,High,1,Apache Chukwa,914
http-proxy-middleware 1.3.1,CVE-2024-21536,High,1,Bolt,839
locutus 2.0.39,CVE-2026-29091,High,1,Bolt,839
marked 2.1.3,CVE-2022-21680,High,1,Bolt,839
marked 2.1.3,CVE-2022-21681,High,1,Bolt,839
log4j-core 2.1,CVE-2021-45105,High,1,Apache MINA,707
netty 3.6.6.Final,CVE-2015-2156,High,1,Apache MINA,707
netty 3.6.6.Final,CVE-2021-37136,High,1,Apache MINA,707
netty 3.6.6.Final,CVE-2021-37137,High,1,Apache MINA,707
netty-all 4.0.4.Final,CVE-2019-16869,High,1,Apache MINA,707
protobuf-java 3.16.3,CVE-2024-7254,High,1,Apache MINA,707
ant 1.9.2,CVE-2020-11979,High,1,Apache Apex,643
commons-beanutils 1.9.2,CVE-2014-0114,High,1,Apache Apex,643
commons-beanutils 1.9.2,CVE-2019-10086,High,1,Apache Apex,643
commons-beanutils 1.9.2,CVE-2025-48734,High,1,Apache Apex,643
hadoop-common 2.6.0,CVE-2016-5393,High,1,Apache Apex,643
hadoop-common 2.6.0,CVE-2016-6811,High,1,Apache Apex,643
hadoop-common 2.6.0,CVE-2017-7669,High,1,Apache Apex,643
hadoop-common 2.6.0,CVE-2020-9492,High,1,Apache Apex,643
rollup 4.45.1,CVE-2026-27606,High,1,Roundcube,570
avro 1.11.0,CVE-2023-39410,High,1,Cask Data Application Platform,497
aws-java-sdk-s3 1.11.133,CVE-2022-31159,High,1,Cask Data Application Platform,497
gson 2.3.1,CVE-2022-25647,High,1,Cask Data Application Platform,497
hadoop-common 2.3.0,CVE-2016-6811,High,1,Cask Data Application Platform,497
hadoop-common 2.3.0,CVE-2017-7669,High,1,Cask Data Application Platform,497
hadoop-common 2.3.0,CVE-2020-9492,High,1,Cask Data Application Platform,497
ion-java 1.0.2,CVE-2024-21634,High,1,Cask Data Application Platform,497
kafka_2.12 0.10.2.2,CVE-2025-27819,High,1,Cask Data Application Platform,497
libthrift 0.9.3,CVE-2018-1320,High,1,Cask Data Application Platform,497
libthrift 0.9.3,CVE-2019-0205,High,1,Cask Data Application Platform,497
libthrift 0.9.3,CVE-2020-13949,High,1,Cask Data Application Platform,497
logback-classic 1.2.11,CVE-2023-6378,High,1,Cask Data Application Platform,497
logback-classic 1.2.8,CVE-2023-6378,High,1,Cask Data Application Platform,497
logback-core 1.2.11,CVE-2023-6378,High,1,Cask Data Application Platform,497
logback-core 1.2.8,CVE-2023-6378,High,1,Cask Data Application Platform,497
netty-codec-http 4.1.75.Final,CVE-2026-33870,High,1,Cask Data Application Platform,497
okhttp 4.9.1,CVE-2021-0341,High,1,Cask Data Application Platform,497
org.eclipse.jgit 5.9.0.202009080501-r,CVE-2023-4759,High,1,Cask Data Application Platform,497
snappy-java 1.1.1.7,CVE-2023-34455,High,1,Cask Data Application Platform,497
snappy-java 1.1.1.7,CVE-2023-43642,High,1,Cask Data Application Platform,497
spark-core_2.12 3.1.1,CVE-2025-54920,High,1,Cask Data Application Platform,497
spark-core_2.12 3.3.2,CVE-2025-54920,High,1,Cask Data Application Platform,497
json 20160810,CVE-2022-45688,High,1,Apache Giraph,481
json 20160810,CVE-2023-5072,High,1,Apache Giraph,481
netty-all 4.1.36.Final,CVE-2019-16869,High,1,Apache Giraph,481
axios 0.30.2,CVE-2026-25639,High,1,HHVM,444
dompurify 2.4.3,CVE-2024-45801,High,1,HHVM,444
dompurify 2.4.3,CVE-2024-47875,High,1,HHVM,444
mermaid 9.4.3,N/A,High,1,HHVM,444
undici 7.18.0,CVE-2026-1526,High,1,HHVM,444
undici 7.18.0,CVE-2026-1528,High,1,HHVM,444
undici 7.18.0,CVE-2026-2229,High,1,HHVM,444
github.com/golang-jwt/jwt/v4 v4.4.2,CVE-2025-30204,High,1,Sensu,380
github.com/jackc/pgx/v5 v5.1.1,CVE-2024-27304,High,1,Sensu,380
github.com/mholt/archiver/v3 v3.3.1-0.20191129193105-44285f7ed244,CVE-2025-3445,High,1,Sensu,380
github.com/sirupsen/logrus v1.9.0,CVE-2025-65637,High,1,Sensu,380
golang.org/x/crypto v0.3.0,CVE-2025-22869,High,1,Sensu,380
google.golang.org/grpc v1.41.0,N/A,High,1,Sensu,380
certifi 2022.12.7,CVE-2023-37920,High,1,netBSD,324
tornado 6.3.2,CVE-2024-52804,High,1,netBSD,324
tornado 6.3.2,CVE-2025-47287,High,1,netBSD,324
tornado 6.3.2,CVE-2026-31958,High,1,netBSD,324
urllib3 1.26.14,CVE-2023-43804,High,1,netBSD,324
urllib3 1.26.14,CVE-2025-66418,High,1,netBSD,324
urllib3 1.26.14,CVE-2025-66471,High,1,netBSD,324
urllib3 1.26.14,CVE-2026-21441,High,1,netBSD,324
immutable 3.7.6,CVE-2026-29063,High,2,"LocomotiveCMS, Shopsys Framework",283
cryptography 46.0.4,CVE-2026-26007,High,1,DNS Server,248
pyjwt 2.11.0,CVE-2026-32597,High,1,DNS Server,248
activestorage 7.1.5.1,CVE-2026-33195,High,1,LocomotiveCMS,244
httparty 0.22.0,CVE-2025-68696,High,1,LocomotiveCMS,244
rack 3.1.8,CVE-2025-27610,High,1,LocomotiveCMS,244
rack 3.1.8,CVE-2025-46727,High,1,LocomotiveCMS,244
rack 3.1.8,CVE-2025-61770,High,1,LocomotiveCMS,244
rack 3.1.8,CVE-2025-61771,High,1,LocomotiveCMS,244
rack 3.1.8,CVE-2025-61772,High,1,LocomotiveCMS,244
rack 3.1.8,CVE-2025-61919,High,1,LocomotiveCMS,244
rack 3.1.8,CVE-2026-22860,High,1,LocomotiveCMS,244
composer/composer dev-master,CVE-2015-8371,High,1,Pagekit,190
composer/composer dev-master,CVE-2021-29472,High,1,Pagekit,190
composer/composer dev-master,CVE-2021-41116,High,1,Pagekit,190
composer/composer dev-master,CVE-2022-24828,High,1,Pagekit,190
composer/composer dev-master,CVE-2023-43655,High,1,Pagekit,190
symfony/http-foundation v3.0.9,CVE-2019-18888,High,1,Pagekit,190
symfony/http-foundation v3.0.9,CVE-2025-64500,High,1,Pagekit,190
symfony/process v3.2.2,CVE-2024-51736,High,1,Pagekit,190
twig/twig v1.31.0,CVE-2022-39261,High,1,Pagekit,190
axios 1.12.0,CVE-2026-25639,High,1,Thelia,139
ws 8.9.0,CVE-2024-37890,High,1,Thelia,139
yaml 2.1.1,CVE-2023-2251,High,1,Thelia,139
happy-dom 20.8.7,CVE-2026-33943,High,1,XWiki,82
happy-dom 20.8.7,CVE-2026-34226,High,1,XWiki,82
lodash 4.2.1,CVE-2018-16487,High,1,XWiki,82
lodash 4.2.1,CVE-2020-8203,High,1,XWiki,82
lodash 4.2.1,CVE-2021-23337,High,1,XWiki,82
rollup 4.55.1,CVE-2026-27606,High,1,XWiki,82
solr-core 9.4.1,CVE-2025-24814,High,1,XWiki,82
solr-core 9.4.1,CVE-2026-22022,High,1,XWiki,82
solr-core 9.4.1,CVE-2026-22444,High,1,XWiki,82
undici 7.21.0,CVE-2026-1526,High,1,XWiki,82
undici 7.21.0,CVE-2026-1528,High,1,XWiki,82
undici 7.21.0,CVE-2026-2229,High,1,XWiki,82
xwiki-platform-oldcore [18.3.0-SNAPSHOT],CVE-2020-15252,High,1,XWiki,82
xwiki-platform-oldcore [18.3.0-SNAPSHOT],CVE-2022-36092,High,1,XWiki,82
xwiki-platform-oldcore [18.3.0-SNAPSHOT],CVE-2022-41932,High,1,XWiki,82
cbor2 5.4.2.post1,CVE-2026-26209,High,1,Odoo Website Builder,75
cbor2 5.4.6,CVE-2026-26209,High,1,Odoo Website Builder,75
cbor2 5.6.2,CVE-2026-26209,High,1,Odoo Website Builder,75
cryptography 3.4.8,CVE-2023-0286,High,1,Odoo Website Builder,75
cryptography 3.4.8,CVE-2023-50782,High,1,Odoo Website Builder,75
cryptography 3.4.8,CVE-2026-26007,High,1,Odoo Website Builder,75
cryptography 42.0.8,CVE-2026-26007,High,1,Odoo Website Builder,75
pillow 10.2.0,CVE-2024-28219,High,1,Odoo Website Builder,75
pillow 11.1.0,CVE-2026-25990,High,1,Odoo Website Builder,75
pillow 9.0.1,CVE-2022-45198,High,1,Odoo Website Builder,75
pillow 9.0.1,CVE-2023-44271,High,1,Odoo Website Builder,75
pillow 9.0.1,CVE-2023-4863,High,1,Odoo Website Builder,75
pillow 9.0.1,CVE-2024-28219,High,1,Odoo Website Builder,75
pillow 9.4.0,CVE-2023-44271,High,1,Odoo Website Builder,75
pillow 9.4.0,CVE-2023-4863,High,1,Odoo Website Builder,75
pillow 9.4.0,CVE-2024-28219,High,1,Odoo Website Builder,75
pyopenssl 24.1.0,CVE-2026-27459,High,1,Odoo Website Builder,75
reportlab 3.6.12,CVE-2023-33733,High,1,Odoo Website Builder,75
reportlab 3.6.8,CVE-2023-33733,High,1,Odoo Website Builder,75
urllib3 1.26.5,CVE-2023-43804,High,2,"H20 ai, Odoo Website Builder",75
urllib3 1.26.5,CVE-2025-66418,High,2,"H20 ai, Odoo Website Builder",75
urllib3 1.26.5,CVE-2025-66471,High,2,"H20 ai, Odoo Website Builder",75
urllib3 1.26.5,CVE-2026-21441,High,2,"H20 ai, Odoo Website Builder",75
urllib3 2.0.7,CVE-2025-66418,High,1,Odoo Website Builder,75
urllib3 2.0.7,CVE-2025-66471,High,1,Odoo Website Builder,75
urllib3 2.0.7,CVE-2026-21441,High,1,Odoo Website Builder,75
werkzeug 2.0.2,CVE-2023-25577,High,1,Odoo Website Builder,75
werkzeug 2.0.2,CVE-2024-34069,High,1,Odoo Website Builder,75
werkzeug 2.2.2,CVE-2023-25577,High,1,Odoo Website Builder,75
werkzeug 2.2.2,CVE-2024-34069,High,1,Odoo Website Builder,75
werkzeug 3.0.1,CVE-2024-34069,High,1,Odoo Website Builder,75
undici 7.19.0,CVE-2026-1526,High,1,Shopsys Framework,39
undici 7.19.0,CVE-2026-1528,High,1,Shopsys Framework,39
undici 7.19.0,CVE-2026-2229,High,1,Shopsys Framework,39
avro 1.7.3,CVE-2023-39410,High,1,Apache Trafodion,34
jackson-mapper-asl 1.8.8,CVE-2019-10172,High,1,Apache Trafodion,34
jettison 1.3.5,CVE-2022-40150,High,1,Apache Trafodion,34
jettison 1.3.5,CVE-2022-45685,High,1,Apache Trafodion,34
jettison 1.3.5,CVE-2022-45693,High,1,Apache Trafodion,34
jettison 1.3.5,CVE-2023-1436,High,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2017-7656,High,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2017-9735,High,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2021-28165,High,1,Apache Trafodion,34
django 3.0.4,CVE-2020-13254,High,1,Zinnia,2
django 3.0.4,CVE-2020-24583,High,1,Zinnia,2
django 3.0.4,CVE-2021-31542,High,1,Zinnia,2
django 3.0.4,CVE-2021-33571,High,1,Zinnia,2
django 3.0.4,CVE-2022-36359,High,1,Zinnia,2
django 3.0.4,CVE-2025-57833,High,1,Zinnia,2
django 3.0.4,CVE-2025-64458,High,1,Zinnia,2
pillow 7.0.0,CVE-2020-10177,High,1,Zinnia,2
pillow 7.0.0,CVE-2020-10378,High,1,Zinnia,2
pillow 7.0.0,CVE-2020-10379,High,1,Zinnia,2
pillow 7.0.0,CVE-2020-10994,High,1,Zinnia,2
pillow 7.0.0,CVE-2020-35653,High,1,Zinnia,2
pillow 7.0.0,CVE-2020-35654,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-23437,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-25287,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-25288,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-25290,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-25291,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-25293,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-27921,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-27922,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-27923,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-28675,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-28676,High,1,Zinnia,2
pillow 7.0.0,CVE-2021-28677,High,1,Zinnia,2
pillow 7.0.0,CVE-2022-24303,High,1,Zinnia,2
pillow 7.0.0,CVE-2022-45198,High,1,Zinnia,2
pillow 7.0.0,CVE-2023-44271,High,1,Zinnia,2
pillow 7.0.0,CVE-2023-4863,High,1,Zinnia,2
pillow 7.0.0,CVE-2024-28219,High,1,Zinnia,2
geshi/geshi dev-master,CVE-2012-3521,High,1,DokuWiki,0
keycloak-services 25.0.6,CVE-2024-10270,High,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-3501,High,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-1486,High,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-1529,High,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-2092,High,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-2603,High,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-3009,High,1,JBoss Enterprise Application Server  EAS ,0
koa 2.16.1,CVE-2026-27959,High,1,Node js,0
scikit-learn 0.24.2,CVE-2020-28975,High,1,H20 ai,0
symfony/http-foundation v6.4.14,CVE-2025-64500,High,1,cube net,0
wheel 0.42.0,CVE-2026-24049,High,1,H20 ai,0
picomatch 2.3.1,CVE-2026-33672,Medium,40,"Angular Material, AngularJS, Apache Hadoop, Apollo Client, CKEditor, Cacti, Commerce Software, Countly, Druid, EllisLab ExpressionEngine, Grafana, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Meteor, Neos, Node js, Nunjucks, Open Web Analytics, Piwik, Presto, Prometheus, Quill, React, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, XWiki, ZK, Zabbix, dotCMS, phpMyAdmin",3522178
lodash 4.17.21,CVE-2025-13465,Medium,30,"Angular Material, Apache Flink, Apache Hadoop, Apache Tez, Apollo Client, Cacti, CloudStack, Commerce Software, Concrete5, Druid, Drupal, EllisLab ExpressionEngine, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Meteor, Node js, Piwik, Prometheus, React, Ruby on Rails, Rundeck, Selenium IDE, Umbraco, WooCommerce, Zabbix, dotCMS",3159670
serialize-javascript 6.0.2,CVE-2026-34043,Medium,28,"Angular Material, AngularJS, Apache Mahout, Apollo Client, Bolt, Commerce Software, Discourse, Druid, Drupal, Emberjs, Ghost, Grafana, HHVM, Liferay, Live Helper Chat, Meteor, Presto, Quill, React, Roundcube, Rundeck, Selenium, Shopsys Framework, Thelia, WooCommerce, cube net, dotCMS, phpMyAdmin",2708406
ajv 6.12.6,CVE-2025-69873,Medium,32,"Angular Material, Apache Hadoop, Apollo Client, CloudStack, Commerce Software, Concrete5, Druid, Drupal, EllisLab ExpressionEngine, Grafana, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Neos, Open Web Analytics, OrientDB, Piwik, Presto, Quill, React, Ruby on Rails, Rust, Shopsys Framework, Thelia, WooCommerce, XWiki, ZK, dotCMS, phpMyAdmin",2705677
serialize-javascript 4.0.0,CVE-2026-34043,Medium,11,"AngularJS, Apollo Client, Bolt, CloudStack, Ghost, Ionic Framework, Less, Liferay, React, Ruby on Rails, WooCommerce",2522455
brace-expansion 1.1.11,CVE-2026-33750,Medium,26,"Angular Material, Apache Hadoop, Apollo Client, CloudStack, Commerce Software, Druid, HHVM, Ionic Framework, Jahia, Liferay, LocomotiveCMS, Meteor, Neos, Node js, NopCommerce, Open Web Analytics, OrientDB, Piwik, Quill, React, Ruby on Rails, Selenium IDE, Thelia, WooCommerce, Zabbix, dotCMS",2455072
js-yaml 4.1.0,CVE-2025-64718,Medium,18,"Angular Material, Apollo Client, Commerce Software, Druid, Drupal, HHVM, Ionic Framework, Liferay, Presto, Quill, ReDoc, React, Ruby on Rails, Rust, Selenium IDE, Thelia, WooCommerce, dotCMS",2417702
qs 6.11.0,CVE-2025-15284,Medium,9,"Cacti, Commerce Software, Ionic Framework, Liferay, React, Ruby on Rails, Selenium IDE, Thelia, WooCommerce",2088135
yaml 1.10.2,CVE-2026-33532,Medium,14,"Angular Material, Apollo Client, CKEditor, Druid, HHVM, Ionic Framework, Liferay, ReDoc, React, Selenium, Selenium IDE, Thelia, WooCommerce, dotCMS",1876998
qs 6.13.0,CVE-2025-15284,Medium,15,"Angular Material, Apollo Client, Bolt, Druid, Ghost, Grafana, HHVM, Ionic Framework, Meteor, Node js, Presto, React, React Native, Thelia, WooCommerce",1675919
handlebars 4.7.8,CVE-2026-33916,Medium,13,"Angular Material, AngularJS, Apache Hadoop, Discourse, Ghost, Grafana, Liferay, Piwik, Presto, Selenium, Umbraco, WooCommerce, dotCMS",1554822
handlebars 4.7.8,N/A,Medium,13,"Angular Material, AngularJS, Apache Hadoop, Discourse, Ghost, Grafana, Liferay, Piwik, Presto, Selenium, Umbraco, WooCommerce, dotCMS",1554822
node-forge 1.3.1,CVE-2025-66030,Medium,12,"Angular Material, Apollo Client, Druid, Ghost, Ionic Framework, Liferay, Meteor, Presto, React, Thelia, WooCommerce, dotCMS",1541811
nanoid 3.3.7,CVE-2024-55565,Medium,7,"Commerce Software, Ionic Framework, Liferay, Neos, React, WooCommerce, dotCMS",1486043
postcss 7.0.39,CVE-2023-44270,Medium,10,"Apollo Client, Bolt, CloudStack, Druid, Ghost, Ionic Framework, Liferay, React, Thelia, WooCommerce",1473751
micromatch 3.1.10,CVE-2024-4067,Medium,13,"Bolt, CloudStack, Discourse, Druid, Jahia, Liferay, MovableType, Neos, OrientDB, React, Thelia, WooCommerce, Zabbix",1470615
http-proxy-middleware 2.0.6,CVE-2025-32996,Medium,5,"HHVM, Ionic Framework, Liferay, React, WooCommerce",1441961
http-proxy-middleware 2.0.6,CVE-2025-32997,Medium,5,"HHVM, Ionic Framework, Liferay, React, WooCommerce",1441961
serialize-javascript 6.0.1,CVE-2024-11831,Medium,6,"Commerce Software, HHVM, Liferay, Neos, React, WooCommerce",1397298
serialize-javascript 6.0.1,CVE-2026-34043,Medium,6,"Commerce Software, HHVM, Liferay, Neos, React, WooCommerce",1397298
bn.js 5.2.1,CVE-2026-2739,Medium,6,"CloudStack, Ghost, Meteor, OrientDB, React, WooCommerce",1382357
tough-cookie 2.5.0,CVE-2023-26136,Medium,14,"Angular Material, AngularJS, Apache Hadoop, Bolt, CloudStack, Concrete5, Druid, Ghost, Less, Liferay, Neos, Piwik, WooCommerce, ZURB Foundation",1348056
request 2.88.2,CVE-2023-28155,Medium,13,"Angular Material, AngularJS, Apache Hadoop, Bolt, CloudStack, Concrete5, Druid, Ghost, Less, Liferay, Piwik, WooCommerce, ZURB Foundation",1345967
webpack-dev-server 4.15.2,CVE-2025-30359,Medium,5,"Apollo Client, Druid, HHVM, React, WooCommerce",1342415
webpack-dev-server 4.15.2,CVE-2025-30360,Medium,5,"Apollo Client, Druid, HHVM, React, WooCommerce",1342415
bn.js 4.12.0,CVE-2026-2739,Medium,5,"Ghost, OrientDB, Plotly, React, WooCommerce",1338794
color-string 0.3.0,CVE-2021-29060,Medium,4,"Neos, OrientDB, React, WooCommerce",1329566
got 6.7.1,CVE-2022-33987,Medium,3,"Neos, React, WooCommerce",1325325
postcss 6.0.23,CVE-2021-23382,Medium,3,"Neos, React, WooCommerce",1325325
postcss 6.0.23,CVE-2023-44270,Medium,3,"Neos, React, WooCommerce",1325325
@babel/runtime 7.26.0,CVE-2025-27789,Medium,2,"React, WooCommerce",1323236
brace-expansion 2.0.1,CVE-2026-33750,Medium,16,"Angular Material, Apollo Client, Commerce Software, Drupal, EllisLab ExpressionEngine, Ionic Framework, Liferay, Meteor, Neos, Piwik, Quill, Selenium IDE, Thelia, WooCommerce, Zabbix, dotCMS",1211868
micromatch 2.3.11,CVE-2024-4067,Medium,7,"Apache Ambari, Apache Hadoop, Apache Tez, Liferay, MovableType, Neos, React",1157515
brace-expansion 1.1.12,CVE-2026-33750,Medium,24,"Angular Material, AngularJS, Apache Hadoop, Apache Mahout, Bolt, CKEditor, Concrete5, Countly, Discourse, HHVM, Ionic Framework, Less, Live Helper Chat, MovableType, Node js, Presto, Rust, Selenium, Shopsys Framework, Shopware, XWiki, ZK, dotCMS, phpMyAdmin",1155654
ajv 8.11.0,CVE-2025-69873,Medium,3,"React, Selenium IDE, Thelia",1139083
express 4.17.1,CVE-2024-29041,Medium,3,"Apache Hadoop, Liferay, React",1118888
path-parse 1.0.6,CVE-2021-23343,Medium,3,"Apache Hadoop, Liferay, React",1118888
qs 6.7.0,CVE-2025-15284,Medium,3,"Apache Hadoop, Liferay, React",1118888
word-wrap 1.2.3,CVE-2023-26115,Medium,8,"Commerce Software, Ionic Framework, Jahia, Liferay, MovableType, Neos, NopCommerce, React",1106527
postcss 5.2.18,CVE-2021-23382,Medium,4,"Less, Liferay, Neos, React",1102574
postcss 5.2.18,CVE-2023-44270,Medium,4,"Less, Liferay, Neos, React",1102574
hosted-git-info 2.1.5,CVE-2021-23362,Medium,4,"Apache Ambari, Apache Hadoop, Apache Tez, React",1100911
ajv 4.11.8,CVE-2020-15366,Medium,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
ajv 4.11.8,CVE-2025-69873,Medium,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
ms 0.7.1,CVE-2017-20162,Medium,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
qs 6.4.0,CVE-2025-15284,Medium,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
request 2.81.0,CVE-2023-28155,Medium,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
tar 2.2.2,CVE-2024-28863,Medium,3,"Apache Hadoop, LocomotiveCMS, React",1066557
path-to-regexp 8.2.0,CVE-2026-4923,Medium,2,"Ravenjs, React",1038656
got 9.6.0,CVE-2022-33987,Medium,6,"CloudStack, EllisLab ExpressionEngine, Emberjs, HHVM, Liferay, React",1031648
qs 6.14.0,CVE-2025-15284,Medium,8,"Angular Material, Bolt, Discourse, EllisLab ExpressionEngine, Liferay, Live Helper Chat, React, dotCMS",1029254
yaml 2.5.0,CVE-2026-33532,Medium,2,"React, React Native",1024293
yaml 2.7.0,CVE-2026-33532,Medium,4,"Apollo Client, Liferay, React, Shopware",1009486
nanoid 3.3.4,CVE-2024-55565,Medium,4,"CloudStack, Ionic Framework, React, Thelia",1008813
picomatch 2.2.2,CVE-2026-33672,Medium,3,"Liferay, Neos, React",990949
node-forge 0.10.0,CVE-2022-0122,Medium,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2022-24773,Medium,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2025-66030,Medium,3,"Bolt, Liferay, React",989699
@babel/runtime 7.12.5,CVE-2025-27789,Medium,2,"Liferay, React",988860
@babel/runtime 7.25.6,CVE-2025-27789,Medium,2,"Liferay, React",988860
next 15.5.9,CVE-2025-59471,Medium,2,"Liferay, React",988860
next 15.5.9,CVE-2026-27980,Medium,2,"Liferay, React",988860
next 15.5.9,CVE-2026-29057,Medium,2,"Liferay, React",988860
yaml 1.10.0,CVE-2026-33532,Medium,2,"Liferay, React",988860
yargs-parser 5.0.0,CVE-2020-7608,Medium,2,"Liferay, React",988860
qs 6.12.1,CVE-2025-15284,Medium,2,"Meteor, React",978644
xml2js 0.4.19,CVE-2023-0842,Medium,2,"Meteor, React",978644
http-proxy-middleware 2.0.7,CVE-2025-32996,Medium,4,"Apollo Client, Druid, Presto, React",977960
http-proxy-middleware 2.0.7,CVE-2025-32997,Medium,4,"Apollo Client, Druid, Presto, React",977960
tar 2.2.1,CVE-2024-28863,Medium,4,"Apache Ambari, Apache Tez, Neos, React",972972
extend 3.0.0,CVE-2018-16492,Medium,3,"Apache Ambari, Apache Tez, React",970883
path-parse 1.0.5,CVE-2021-23343,Medium,3,"Apache Ambari, Apache Tez, React",970883
randomatic 1.1.6,CVE-2017-16028,Medium,3,"Apache Ambari, Apache Tez, React",970883
