Vulnerable Library,CVE ID,CVE Severity,Products Affected,Affected Products,Enterprises Exposed
sqlalchemy 1.0.13,CVE-2019-7548,Critical,1,Formspree,2846
log4j 1.2.16,CVE-2019-17571,Critical,3,"Apache Chukwa, Apache Trafodion, JBoss Seam Framework",2774
log4j 1.2.16,CVE-2022-23305,Critical,3,"Apache Chukwa, Apache Trafodion, JBoss Seam Framework",2774
log4j 1.2.16,CVE-2022-23307,Critical,3,"Apache Chukwa, Apache Trafodion, JBoss Seam Framework",2774
webpack 5.74.0,CVE-2023-28154,Critical,2,"Neos, Thelia",2228
kramdown 1.6.0,CVE-2020-14001,Critical,1,Apache PredictionIO,2177
nokogiri 1.8.2,CVE-2019-11068,Critical,1,Apache PredictionIO,2177
nokogiri 1.8.2,CVE-2019-5477,Critical,1,Apache PredictionIO,2177
nokogiri 1.8.2,N/A,Critical,1,Apache PredictionIO,2177
rack 1.6.0,CVE-2022-30123,Critical,1,Apache PredictionIO,2177
uglifier 2.7.1,CVE-2015-8857,Critical,1,Apache PredictionIO,2177
commons-collections4 4.0,CVE-2015-7501,Critical,1,Alluxio,2152
github.com/emicklei/go-restful v0.0.0-20170410110728-ff4f55a20633,CVE-2022-1996,Critical,1,Alluxio,2152
golang.org/x/crypto v0.0.0-20190820162420-60c769a6c586,CVE-2024-45337,Critical,1,Alluxio,2152
golang.org/x/crypto v0.0.0-20200622213623-75b288015ac9,CVE-2024-45337,Critical,1,Alluxio,2152
golang.org/x/crypto v0.1.0,CVE-2024-45337,Critical,1,Alluxio,2152
google.golang.org/grpc v1.37.1,CVE-2026-33186,Critical,1,Alluxio,2152
parquet-avro 1.11.0,CVE-2025-30065,Critical,1,Alluxio,2152
@babel/traverse 7.0.0-beta.44,CVE-2023-45133,Critical,1,Neos,2089
@babel/traverse 7.10.5,CVE-2023-45133,Critical,1,Neos,2089
elliptic 6.4.1,N/A,Critical,1,Neos,2089
elliptic 6.5.3,N/A,Critical,1,Neos,2089
eslint-utils 1.3.1,CVE-2019-15657,Critical,1,Neos,2089
form-data 2.3.2,CVE-2025-7783,Critical,1,Neos,2089
fsevents 1.2.7,CVE-2023-45311,Critical,1,Neos,2089
fsevents 1.2.7,N/A,Critical,1,Neos,2089
getobject 0.1.0,CVE-2020-28282,Critical,1,Neos,2089
handlebars 4.1.1,CVE-2019-19919,Critical,1,Neos,2089
handlebars 4.1.1,CVE-2021-23369,Critical,1,Neos,2089
handlebars 4.1.1,CVE-2021-23383,Critical,1,Neos,2089
handlebars 4.1.1,CVE-2026-33937,Critical,1,Neos,2089
lodash 4.17.10,CVE-2019-10744,Critical,1,Neos,2089
lodash 4.17.5,CVE-2019-10744,Critical,1,Neos,2089
minimist 0.1.0,CVE-2021-44906,Critical,1,Neos,2089
pbkdf2 3.0.17,CVE-2025-6545,Critical,1,Neos,2089
pbkdf2 3.0.17,CVE-2025-6547,Critical,1,Neos,2089
replicator 1.0.3,CVE-2021-33420,Critical,1,Neos,2089
tree-kill 1.2.1,CVE-2019-15598,Critical,1,Neos,2089
cassandra-all 3.11.3,CVE-2021-44521,Critical,1,GridGain,1478
hadoop-common 2.9.2,CVE-2021-37404,Critical,1,GridGain,1478
hadoop-common 2.9.2,CVE-2022-25168,Critical,1,GridGain,1478
hadoop-common 2.9.2,CVE-2022-26612,Critical,1,GridGain,1478
hadoop-common 3.3.2,CVE-2022-25168,Critical,1,GridGain,1478
hadoop-common 3.3.2,CVE-2022-26612,Critical,1,GridGain,1478
hsqldb 1.8.0.10,CVE-2022-41853,Critical,1,GridGain,1478
ignite-core 2.4.0,CVE-2018-8018,Critical,1,GridGain,1478
ignite-core 2.4.0,CVE-2020-1963,Critical,1,GridGain,1478
postgresql 42.5.4,CVE-2024-1597,Critical,1,GridGain,1478
spring-beans 5.2.15.RELEASE,CVE-2022-22965,Critical,1,ZK,1472
spring-web 5.2.15.RELEASE,CVE-2016-1000027,Critical,1,ZK,1472
zk-build-utils 2.0.0,N/A,Critical,1,ZK,1472
zookeeper 3.4.5,CVE-2023-44981,Critical,3,"Apache Chukwa, Apache Giraph, Apache Trafodion",1429
commons-collections 3.1,CVE-2015-7501,Critical,1,Apache Chukwa,914
commons-fileupload 1.2,CVE-2016-1000031,Critical,1,Apache Chukwa,914
hadoop-common 2.7.2,CVE-2021-37404,Critical,1,Apache Chukwa,914
hadoop-common 2.7.2,CVE-2022-25168,Critical,1,Apache Chukwa,914
hadoop-common 2.7.2,CVE-2022-26612,Critical,1,Apache Chukwa,914
log4j 1.2.15,CVE-2019-17571,Critical,1,Apache Chukwa,914
log4j 1.2.15,CVE-2022-23305,Critical,1,Apache Chukwa,914
log4j 1.2.15,CVE-2022-23307,Critical,1,Apache Chukwa,914
parquet-avro 1.7.0,CVE-2025-30065,Critical,1,Apache Chukwa,914
shiro-core 1.2.3,CVE-2016-4437,Critical,1,Apache Chukwa,914
shiro-core 1.2.3,CVE-2020-11989,Critical,1,Apache Chukwa,914
shiro-core 1.2.3,CVE-2020-1957,Critical,1,Apache Chukwa,914
shiro-core 1.2.3,CVE-2021-41303,Critical,1,Apache Chukwa,914
shiro-core 1.2.3,CVE-2022-32532,Critical,1,Apache Chukwa,914
shiro-core 1.2.3,CVE-2022-40664,Critical,1,Apache Chukwa,914
shiro-web 1.2.3,CVE-2020-17523,Critical,1,Apache Chukwa,914
shiro-web 1.2.3,CVE-2023-34478,Critical,1,Apache Chukwa,914
ejs 2.7.4,CVE-2022-29078,Critical,1,Bolt,839
locutus 2.0.39,CVE-2026-32304,Critical,1,Bolt,839
log4j-core 2.1,CVE-2017-5645,Critical,1,Apache MINA,707
log4j-core 2.1,CVE-2021-44228,Critical,1,Apache MINA,707
log4j-core 2.1,CVE-2021-45046,Critical,1,Apache MINA,707
netty 3.6.6.Final,CVE-2019-20444,Critical,1,Apache MINA,707
hadoop-common 2.6.0,CVE-2021-37404,Critical,1,Apache Apex,643
hadoop-common 2.6.0,CVE-2022-25168,Critical,1,Apache Apex,643
hadoop-common 2.6.0,CVE-2022-26612,Critical,1,Apache Apex,643
google.golang.org/grpc v1.77.0,CVE-2026-33186,Critical,2,"Ethereum, Juju",538
avro 1.11.0,CVE-2024-47561,Critical,1,Cask Data Application Platform,497
hadoop-common 2.3.0,CVE-2021-37404,Critical,1,Cask Data Application Platform,497
hadoop-common 2.3.0,CVE-2022-25168,Critical,1,Cask Data Application Platform,497
hadoop-common 2.3.0,CVE-2022-26612,Critical,1,Cask Data Application Platform,497
quartz 2.2.0,CVE-2019-13990,Critical,1,Cask Data Application Platform,497
spark-core_2.12 3.1.1,CVE-2023-22946,Critical,1,Cask Data Application Platform,497
spark-core_2.12 3.3.2,CVE-2023-22946,Critical,1,Cask Data Application Platform,497
unboundid-ldapsdk 2.3.6,CVE-2018-1000134,Critical,1,Cask Data Application Platform,497
maven-core 3.6.3,CVE-2021-26291,Critical,1,HHVM,444
golang.org/x/crypto v0.3.0,CVE-2024-45337,Critical,1,Sensu,380
google.golang.org/grpc v1.41.0,CVE-2026-33186,Critical,1,Sensu,380
@babel/traverse 7.12.0,CVE-2023-45133,Critical,1,LocomotiveCMS,244
activestorage 7.1.5.1,CVE-2025-24293,Critical,1,LocomotiveCMS,244
nokogiri 1.16.8,N/A,Critical,1,LocomotiveCMS,244
symfony/http-foundation v3.0.9,CVE-2019-10913,Critical,1,Pagekit,190
@xmldom/xmldom 0.8.2,CVE-2022-39353,Critical,1,Thelia,139
lodash 4.2.1,CVE-2019-10744,Critical,1,XWiki,82
xwiki-platform-oldcore [18.3.0-SNAPSHOT],CVE-2021-29459,Critical,1,XWiki,82
gevent 21.8.0,CVE-2023-41419,Critical,1,Odoo Website Builder,75
gevent 22.10.2,CVE-2023-41419,Critical,1,Odoo Website Builder,75
pillow 9.0.1,CVE-2023-50447,Critical,1,Odoo Website Builder,75
pillow 9.4.0,CVE-2023-50447,Critical,1,Odoo Website Builder,75
LiteDB 3.1.0.0,CVE-2022-23535,Critical,1,Hotcakes,56
log4net 1.2.10.0,CVE-2018-1285,Critical,1,Hotcakes,56
log4net 2.0.6.0-.NET 4.5,CVE-2018-1285,Critical,1,Hotcakes,56
avro 1.7.3,CVE-2024-47561,Critical,1,Apache Trafodion,34
jackson-mapper-asl 1.8.8,CVE-2019-10202,Critical,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2017-7657,Critical,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2017-7658,Critical,1,Apache Trafodion,34
jython-standalone 2.5.3,CVE-2016-4000,Critical,1,Apache Trafodion,34
django 3.0.4,CVE-2021-35042,Critical,1,Zinnia,2
django 3.0.4,CVE-2025-64459,Critical,1,Zinnia,2
pillow 7.0.0,CVE-2020-11538,Critical,1,Zinnia,2
pillow 7.0.0,CVE-2021-25289,Critical,1,Zinnia,2
pillow 7.0.0,CVE-2021-34552,Critical,1,Zinnia,2
pillow 7.0.0,CVE-2022-22817,Critical,1,Zinnia,2
pillow 7.0.0,CVE-2023-50447,Critical,1,Zinnia,2
eslint-tools 0.0.0,N/A,Critical,1,Node js,0
pyarrow 10.0.1,CVE-2023-47248,Critical,1,H20 ai,0
picomatch 2.3.1,CVE-2026-33671,High,40,"Angular Material, AngularJS, Apache Hadoop, Apollo Client, CKEditor, Cacti, Commerce Software, Countly, Druid, EllisLab ExpressionEngine, Grafana, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Meteor, Neos, Node js, Nunjucks, Open Web Analytics, Piwik, Presto, Prometheus, Quill, React, Ruby on Rails, Rust, Selenium, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, XWiki, ZK, Zabbix, dotCMS, phpMyAdmin",3522178
serialize-javascript 6.0.2,N/A,High,28,"Angular Material, AngularJS, Apache Mahout, Apollo Client, Bolt, Commerce Software, Discourse, Druid, Drupal, Emberjs, Ghost, Grafana, HHVM, Liferay, Live Helper Chat, Meteor, Presto, Quill, React, Roundcube, Rundeck, Selenium, Shopsys Framework, Thelia, WooCommerce, cube net, dotCMS, phpMyAdmin",2708406
path-to-regexp 0.1.12,CVE-2026-4867,High,21,"Angular Material, AngularJS, Apache Hadoop, Apache Mahout, Apollo Client, Bolt, Countly, Discourse, Druid, Ghost, HHVM, Hbase, Ionic Framework, JetPack, OrientDB, Presto, Ravenjs, React, Selenium, WooCommerce, dotCMS",2705206
serialize-javascript 4.0.0,N/A,High,11,"AngularJS, Apollo Client, Bolt, CloudStack, Ghost, Ionic Framework, Less, Liferay, React, Ruby on Rails, WooCommerce",2522455
braces 3.0.2,CVE-2024-4068,High,17,"Bolt, Commerce Software, EllisLab ExpressionEngine, HHVM, Ionic Framework, Jahia, Liferay, Neos, Open Web Analytics, Piwik, Quill, React, Ruby on Rails, Selenium IDE, Thelia, WooCommerce, Zabbix",2236101
actions/download-artifact v4,N/A,High,19,"Apache Flink, Cask Data Application Platform, Commerce Software, Django, F , Ghost, Grafana, Java, Presto, Ravenjs, ReDoc, React, RethinkDB, Rust, SaltStack, Selenium, Shopsys Framework, WooCommerce, dotCMS",2050869
path-to-regexp 0.1.7,CVE-2024-45296,High,10,"Apache Ambari, Apache Hadoop, Apache Tez, Commerce Software, HHVM, Ionic Framework, Liferay, React, Selenium IDE, WooCommerce",1844816
path-to-regexp 0.1.7,CVE-2024-52798,High,10,"Apache Ambari, Apache Hadoop, Apache Tez, Commerce Software, HHVM, Ionic Framework, Liferay, React, Selenium IDE, WooCommerce",1844816
path-to-regexp 0.1.7,CVE-2026-4867,High,10,"Apache Ambari, Apache Hadoop, Apache Tez, Commerce Software, HHVM, Ionic Framework, Liferay, React, Selenium IDE, WooCommerce",1844816
cross-spawn 7.0.3,CVE-2024-21538,High,12,"Commerce Software, Druid, HHVM, Ionic Framework, Liferay, Neos, Open Web Analytics, Piwik, Quill, React, Selenium IDE, WooCommerce",1759235
body-parser 1.20.2,CVE-2024-45590,High,5,"Ionic Framework, Liferay, React, Ruby on Rails, Selenium IDE",1661173
minimatch 3.1.2,CVE-2026-26996,High,28,"Angular Material, Apache Hadoop, Apollo Client, CloudStack, Commerce Software, Druid, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Meteor, Neos, Node js, Piwik, Presto, Quill, Ruby on Rails, Rust, Selenium IDE, Thelia, WooCommerce, XWiki, ZK, Zabbix, dotCMS, phpMyAdmin",1639083
minimatch 3.1.2,CVE-2026-27903,High,28,"Angular Material, Apache Hadoop, Apollo Client, CloudStack, Commerce Software, Druid, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Meteor, Neos, Node js, Piwik, Presto, Quill, Ruby on Rails, Rust, Selenium IDE, Thelia, WooCommerce, XWiki, ZK, Zabbix, dotCMS, phpMyAdmin",1639083
minimatch 3.1.2,CVE-2026-27904,High,28,"Angular Material, Apache Hadoop, Apollo Client, CloudStack, Commerce Software, Druid, HHVM, Ionic Framework, Jahia, Less, Liferay, Live Helper Chat, Meteor, Neos, Node js, Piwik, Presto, Quill, Ruby on Rails, Rust, Selenium IDE, Thelia, WooCommerce, XWiki, ZK, Zabbix, dotCMS, phpMyAdmin",1639083
cross-spawn 5.1.0,CVE-2024-21538,High,10,"Apache Ambari, Apache Hadoop, Druid, Emberjs, Liferay, Neos, OrientDB, Piwik, React, WooCommerce",1633792
lodash.template 4.5.0,CVE-2021-23337,High,8,"Angular Material, Apache Hadoop, Druid, Emberjs, Ghost, Ravenjs, React, WooCommerce",1590806
handlebars 4.7.8,CVE-2026-33938,High,13,"Angular Material, AngularJS, Apache Hadoop, Discourse, Ghost, Grafana, Liferay, Piwik, Presto, Selenium, Umbraco, WooCommerce, dotCMS",1554822
handlebars 4.7.8,CVE-2026-33939,High,13,"Angular Material, AngularJS, Apache Hadoop, Discourse, Ghost, Grafana, Liferay, Piwik, Presto, Selenium, Umbraco, WooCommerce, dotCMS",1554822
handlebars 4.7.8,CVE-2026-33940,High,13,"Angular Material, AngularJS, Apache Hadoop, Discourse, Ghost, Grafana, Liferay, Piwik, Presto, Selenium, Umbraco, WooCommerce, dotCMS",1554822
handlebars 4.7.8,CVE-2026-33941,High,13,"Angular Material, AngularJS, Apache Hadoop, Discourse, Ghost, Grafana, Liferay, Piwik, Presto, Selenium, Umbraco, WooCommerce, dotCMS",1554822
node-forge 1.3.1,CVE-2025-12816,High,12,"Angular Material, Apollo Client, Druid, Ghost, Ionic Framework, Liferay, Meteor, Presto, React, Thelia, WooCommerce, dotCMS",1541811
node-forge 1.3.1,CVE-2025-66031,High,12,"Angular Material, Apollo Client, Druid, Ghost, Ionic Framework, Liferay, Meteor, Presto, React, Thelia, WooCommerce, dotCMS",1541811
node-forge 1.3.1,CVE-2026-33891,High,12,"Angular Material, Apollo Client, Druid, Ghost, Ionic Framework, Liferay, Meteor, Presto, React, Thelia, WooCommerce, dotCMS",1541811
node-forge 1.3.1,CVE-2026-33894,High,12,"Angular Material, Apollo Client, Druid, Ghost, Ionic Framework, Liferay, Meteor, Presto, React, Thelia, WooCommerce, dotCMS",1541811
node-forge 1.3.1,CVE-2026-33895,High,12,"Angular Material, Apollo Client, Druid, Ghost, Ionic Framework, Liferay, Meteor, Presto, React, Thelia, WooCommerce, dotCMS",1541811
node-forge 1.3.1,CVE-2026-33896,High,12,"Angular Material, Apollo Client, Druid, Ghost, Ionic Framework, Liferay, Meteor, Presto, React, Thelia, WooCommerce, dotCMS",1541811
svgo 2.8.0,CVE-2026-29074,High,8,"Apollo Client, HHVM, Ionic Framework, Liferay, React, Thelia, WooCommerce, Zabbix",1511034
loader-utils 1.2.3,CVE-2022-37599,High,3,"AngularJS, Neos, React",1478878
loader-utils 1.2.3,CVE-2022-37603,High,3,"AngularJS, Neos, React",1478878
body-parser 1.20.1,CVE-2024-45590,High,6,"Commerce Software, HHVM, Ionic Framework, Liferay, React, WooCommerce",1477531
braces 2.3.2,CVE-2024-4068,High,13,"Bolt, CloudStack, Discourse, Druid, Jahia, Liferay, MovableType, Neos, OrientDB, React, Thelia, WooCommerce, Zabbix",1470615
nth-check 1.0.2,CVE-2021-3803,High,9,"Apollo Client, Bolt, Druid, Ghost, Ionic Framework, Liferay, Neos, React, WooCommerce",1469018
http-proxy-middleware 2.0.6,CVE-2024-21536,High,5,"HHVM, Ionic Framework, Liferay, React, WooCommerce",1441961
minimatch 3.0.4,CVE-2022-3517,High,12,"Apache Hadoop, Druid, Ionic Framework, Less, Liferay, LocomotiveCMS, Meteor, Neos, NopCommerce, Open Web Analytics, Piwik, React",1433778
minimatch 3.0.4,CVE-2026-26996,High,12,"Apache Hadoop, Druid, Ionic Framework, Less, Liferay, LocomotiveCMS, Meteor, Neos, NopCommerce, Open Web Analytics, Piwik, React",1433778
minimatch 3.0.4,CVE-2026-27903,High,12,"Apache Hadoop, Druid, Ionic Framework, Less, Liferay, LocomotiveCMS, Meteor, Neos, NopCommerce, Open Web Analytics, Piwik, React",1433778
minimatch 3.0.4,CVE-2026-27904,High,12,"Apache Hadoop, Druid, Ionic Framework, Less, Liferay, LocomotiveCMS, Meteor, Neos, NopCommerce, Open Web Analytics, Piwik, React",1433778
trim 0.0.1,CVE-2020-7753,High,8,"Ghost, HHVM, Liferay, Meteor, Neos, React, Thelia, WooCommerce",1426680
trim-newlines 1.0.0,CVE-2021-33623,High,6,"Apache Ambari, Druid, Liferay, Neos, React, WooCommerce",1413464
serialize-javascript 6.0.1,N/A,High,6,"Commerce Software, HHVM, Liferay, Neos, React, WooCommerce",1397298
d3-color 1.4.1,N/A,High,5,"Liferay, Node js, OrientDB, React, WooCommerce",1380052
semver 6.3.0,CVE-2022-25883,High,5,"Commerce Software, Ionic Framework, Liferay, React, Selenium IDE",1292795
semver 5.7.1,CVE-2022-25883,High,5,"Apache Hadoop, Jahia, Liferay, Meteor, React",1166010
node-fetch 1.7.3,CVE-2022-0235,High,5,"Apache Hadoop, Liferay, Meteor, Neos, React",1163336
braces 1.8.5,CVE-2024-4068,High,7,"Apache Ambari, Apache Hadoop, Apache Tez, Liferay, MovableType, Neos, React",1157515
ini 1.3.5,CVE-2020-7788,High,4,"Apache Hadoop, Liferay, Neos, React",1120977
kind-of 6.0.2,CVE-2019-20149,High,4,"Apache Hadoop, Liferay, Neos, React",1120977
body-parser 1.19.0,CVE-2024-45590,High,3,"Apache Hadoop, Liferay, React",1118888
qs 6.7.0,CVE-2022-24999,High,3,"Apache Hadoop, Liferay, React",1118888
websocket-extensions 0.1.3,CVE-2020-7662,High,3,"Apache Hadoop, Liferay, React",1118888
hawk 3.1.3,CVE-2022-29167,High,5,"Apache Ambari, Apache Hadoop, Apache Tez, Neos, React",1103000
hoek 2.16.3,CVE-2018-3728,High,5,"Apache Ambari, Apache Hadoop, Apache Tez, Neos, React",1103000
hoek 2.16.3,CVE-2020-36604,High,5,"Apache Ambari, Apache Hadoop, Apache Tez, Neos, React",1103000
debug 2.2.0,CVE-2017-20165,High,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
dot-prop 3.0.0,CVE-2020-8116,High,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
qs 6.4.0,CVE-2022-24999,High,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
mime 1.2.11,CVE-2017-16138,High,4,"Apache Ambari, Emberjs, Less, React",1094923
ansi-html 0.0.7,CVE-2021-23424,High,5,"Discourse, Emberjs, Ghost, Ravenjs, React",1072620
tar 2.2.2,CVE-2021-32804,High,3,"Apache Hadoop, LocomotiveCMS, React",1066557
tar 2.2.2,CVE-2021-37713,High,3,"Apache Hadoop, LocomotiveCMS, React",1066557
tar 2.2.2,CVE-2026-23745,High,3,"Apache Hadoop, LocomotiveCMS, React",1066557
tar 2.2.2,CVE-2026-23950,High,3,"Apache Hadoop, LocomotiveCMS, React",1066557
tar 2.2.2,CVE-2026-24842,High,3,"Apache Hadoop, LocomotiveCMS, React",1066557
tar 2.2.2,CVE-2026-26960,High,3,"Apache Hadoop, LocomotiveCMS, React",1066557
tar 2.2.2,CVE-2026-29786,High,3,"Apache Hadoop, LocomotiveCMS, React",1066557
tar 2.2.2,CVE-2026-31802,High,3,"Apache Hadoop, LocomotiveCMS, React",1066557
async 2.6.3,CVE-2021-43138,High,2,"Apache Hadoop, React",1066313
ansi-regex 3.0.0,CVE-2021-3807,High,4,"Liferay, Neos, Piwik, React",1058325
json5 1.0.1,CVE-2022-46175,High,4,"Ionic Framework, Liferay, Neos, React",1056655
loader-utils 1.4.0,CVE-2022-37599,High,4,"Ionic Framework, Liferay, Neos, React",1056655
loader-utils 1.4.0,CVE-2022-37603,High,4,"Ionic Framework, Liferay, Neos, React",1056655
path-to-regexp 1.7.0,CVE-2024-45296,High,3,"Liferay, Piwik, React",1056236
path-to-regexp 8.2.0,CVE-2026-4926,High,2,"Ravenjs, React",1038656
y18n 3.2.1,CVE-2020-7774,High,5,"Apache Ambari, Apache Tez, Liferay, Neos, React",1025547
json5 0.5.1,CVE-2022-46175,High,6,"Apache Ambari, Bolt, Liferay, Neos, OrientDB, React",1024359
image-size 1.1.1,N/A,High,2,"React, React Native",1024293
path-to-regexp 1.8.0,CVE-2024-45296,High,5,"Ghost, HHVM, Ionic Framework, LocomotiveCMS, React",1008517
decode-uri-component 0.2.0,CVE-2022-38900,High,7,"CloudStack, Ghost, Jahia, Liferay, LocomotiveCMS, Neos, React",1008477
loader-utils 3.2.0,CVE-2022-37599,High,3,"Ionic Framework, React, Thelia",1002130
loader-utils 3.2.0,CVE-2022-37603,High,3,"Ionic Framework, React, Thelia",1002130
semver 7.0.0,CVE-2022-25883,High,2,"Ionic Framework, React",1001991
html-minifier 3.5.21,CVE-2022-37620,High,4,"Bolt, Liferay, OrientDB, React",993940
loader-utils 1.1.0,CVE-2022-37599,High,3,"Liferay, OrientDB, React",993101
loader-utils 1.1.0,CVE-2022-37603,High,3,"Liferay, OrientDB, React",993101
nth-check 1.0.1,CVE-2021-3803,High,3,"Liferay, OrientDB, React",993101
ansi-regex 4.1.0,CVE-2021-3807,High,3,"Liferay, Neos, React",990949
glob-parent 5.1.1,CVE-2020-28469,High,3,"Liferay, Neos, React",990949
ip 1.1.5,CVE-2024-29415,High,3,"Liferay, Neos, React",990949
picomatch 2.2.2,CVE-2026-33671,High,3,"Liferay, Neos, React",990949
node-forge 0.10.0,CVE-2022-24771,High,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2022-24772,High,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2025-12816,High,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2025-66031,High,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2026-33891,High,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2026-33894,High,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2026-33895,High,3,"Bolt, Liferay, React",989699
node-forge 0.10.0,CVE-2026-33896,High,3,"Bolt, Liferay, React",989699
ansi-regex 5.0.0,CVE-2021-3807,High,2,"Liferay, React",988860
dns-packet 1.3.1,CVE-2021-23386,High,2,"Liferay, React",988860
json5 2.1.3,CVE-2022-46175,High,2,"Liferay, React",988860
next 15.5.9,N/A,High,2,"Liferay, React",988860
websocket-extensions 0.1.1,CVE-2020-7662,High,4,"Apache Ambari, Apache Tez, OrientDB, React",975124
underscore 1.12.1,CVE-2026-27601,High,4,"Apollo Client, Commerce Software, React, dotCMS",973607
fstream 1.0.11,CVE-2019-13173,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2018-20834,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2021-32804,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2021-37713,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2026-23745,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2026-23950,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2026-24842,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2026-26960,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2026-29786,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
tar 2.2.1,CVE-2026-31802,High,4,"Apache Ambari, Apache Tez, Neos, React",972972
forwarded 0.1.0,CVE-2017-16118,High,3,"Apache Ambari, Apache Tez, React",970883
fresh 0.5.0,CVE-2017-16119,High,3,"Apache Ambari, Apache Tez, React",970883
http-proxy 1.16.2,N/A,High,3,"Apache Ambari, Apache Tez, React",970883
ini 1.3.4,CVE-2020-7788,High,3,"Apache Ambari, Apache Tez, React",970883
mime 1.3.4,CVE-2017-16138,High,3,"Apache Ambari, Apache Tez, React",970883
tough-cookie 2.3.2,CVE-2017-15010,High,3,"Apache Ambari, Apache Tez, React",970883
lodash 4.17.4,CVE-2018-16487,High,2,"Apache Ambari, React",964615
lodash 4.17.4,CVE-2020-8203,High,2,"Apache Ambari, React",964615
lodash 4.17.4,CVE-2021-23337,High,2,"Apache Ambari, React",964615
qs 2.3.3,CVE-2017-1000048,High,2,"Apache Ambari, React",964615
qs 2.3.3,CVE-2022-24999,High,2,"Apache Ambari, React",964615
jsonpath 1.1.1,CVE-2026-1615,High,2,"Apollo Client, React",947786
path-to-regexp 8.3.0,CVE-2026-4926,High,8,"Angular Material, AngularJS, Discourse, Ghost, Hbase, Ravenjs, Selenium, dotCMS",946103
terser 4.8.0,CVE-2022-25858,High,3,"CloudStack, Neos, React",945057
loader-utils 2.0.0,CVE-2022-37599,High,2,"Druid, React",943519
loader-utils 2.0.0,CVE-2022-37603,High,2,"Druid, React",943519
semver-regex 2.0.0,CVE-2021-3795,High,2,"Druid, React",943519
http-cache-semantics 4.1.0,CVE-2022-25881,High,2,"CloudStack, React",942968
